2023-08-14T16:00:06Z
 
Index_No. VRHandPos.x VRHandPos.y VRHandPos.z HandPos.x HandPos.y HandPos.z ElbowPos.x ElbowPos.y ElbowPos.z ShoulderPos.x ShoulderPos.y ShoulderPos.z Time_Stamp Distance
2195 -0.9568809 -2.877513 -1.381107 -0.7425613 0.1595829 0.9894804 -0.8180028 0.2417017 1.246091 -0.7193226 0.4943868 1.251148 92.7032 7.397694
2195 -0.9535539 -2.880219 -1.386296 -0.7420527 0.1595648 0.988826 -0.8180087 0.2417566 1.245561 -0.7192856 0.4944202 1.250857 92.71628 7.398194
2195 -0.9530451 -2.880237 -1.38695 -0.7414149 0.1595672 0.9881747 -0.8180274 0.2418326 1.244958 -0.7192282 0.4944595 1.250568 92.729 7.39794
2195 -0.9485844 -2.887456 -1.396177 -0.7414149 0.1595672 0.9881747 -0.8180274 0.2418326 1.244958 -0.7192282 0.4944595 1.250568 92.74169 7.401328
2195 -0.9437207 -2.894093 -1.404418 -0.7407546 0.1596162 0.9875745 -0.8180933 0.2419835 1.244347 -0.719166 0.494554 1.250235 92.75624 7.404421
2195 -0.9430604 -2.894044 -1.405018 -0.7407546 0.1596162 0.9875745 -0.8180933 0.2419835 1.244347 -0.719166 0.494554 1.250235 92.76828 7.4041
2195 -0.9397589 -2.893799 -1.408019 -0.7400963 0.1597088 0.9870077 -0.81817 0.2421383 1.243735 -0.719116 0.4946523 1.249911 92.78139 7.4025
2195 -0.9391007 -2.893706 -1.408586 -0.7395378 0.1598818 0.9864769 -0.8182462 0.242258 1.243165 -0.7190823 0.4947216 1.249628 92.79471 7.40215
2195 -0.9352508 -2.893071 -1.411951 -0.7395378 0.1598818 0.9864769 -0.8182462 0.242258 1.243165 -0.7190823 0.4947216 1.249628 92.8103 7.399997
2195 -0.932458 -2.892205 -1.414605 -0.7390463 0.1601919 0.9859406 -0.8182897 0.2423571 1.242618 -0.719022 0.4947717 1.249397 92.82549 7.397992
2195 -0.9319664 -2.891895 -1.415141 -0.7387349 0.1604973 0.9854235 -0.8182616 0.2424124 1.242157 -0.7189663 0.4948096 1.249175 92.83783 7.39747
2195 -0.9291975 -2.890039 -1.41834 -0.7385647 0.1608228 0.9849056 -0.818197 0.2424209 1.241752 -0.7188959 0.4948111 1.248937 92.85006 7.394373
2195 -0.9274704 -2.888187 -1.421443 -0.7385647 0.1608228 0.9849056 -0.818197 0.2424209 1.241752 -0.7188959 0.4948111 1.248937 92.86317 7.391457
2195 -0.9266193 -2.886559 -1.424032 -0.7386029 0.1612299 0.9843785 -0.818051 0.2423774 1.241419 -0.718805 0.4947865 1.248701 92.87611 7.389031
2195 -0.9266576 -2.886153 -1.424559 -0.7385986 0.1615961 0.9839156 -0.8178554 0.2423476 1.241134 -0.718695 0.4947895 1.248446 92.88836 7.388496
2195 -0.9268442 -2.883751 -1.427658 -0.7385986 0.1615961 0.9839156 -0.8178554 0.2423476 1.241134 -0.718695 0.4947895 1.248446 92.9012 7.385336
2195 -0.9268231 -2.881919 -1.429972 -0.738709 0.1618479 0.9834239 -0.8176345 0.2423217 1.240873 -0.7185532 0.4947952 1.248169 92.91448 7.382918
2195 -0.9269336 -2.881668 -1.430464 -0.738709 0.1618479 0.9834239 -0.8176345 0.2423217 1.240873 -0.7185532 0.4947952 1.248169 92.92747 7.382551
2195 -0.9274856 -2.880409 -1.432923 -0.7388545 0.1619159 0.9828877 -0.8173983 0.2423395 1.240607 -0.718359 0.494831 1.247847 92.93989 7.380713
2195 -0.927631 -2.880341 -1.433459 -0.7389032 0.1618738 0.9823983 -0.8171596 0.2424175 1.240348 -0.7180979 0.4949027 1.2475 92.95233 7.380511
2195 -0.9284071 -2.880043 -1.436629 -0.7389032 0.1618738 0.9823983 -0.8171596 0.2424175 1.240348 -0.7180979 0.4949027 1.2475 92.96779 7.379403
2195 -0.9286506 -2.880254 -1.439076 -0.7388178 0.1617785 0.9820036 -0.816941 0.2425392 1.240092 -0.7177767 0.4949877 1.247117 92.98 7.378915
2195 -0.9285653 -2.880349 -1.439471 -0.7383747 0.1614179 0.981544 -0.8167436 0.2426557 1.239948 -0.7174049 0.4950448 1.246636 92.99287 7.378877
