2023-06-28T12:23:39Z
 
Index_No. VRHandPos.x VRHandPos.y VRHandPos.z HandPos.x HandPos.y HandPos.z ElbowPos.x ElbowPos.y ElbowPos.z ShoulderPos.x ShoulderPos.y ShoulderPos.z Time_Stamp Distance
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.5252 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.5335 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.5409 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.5462 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.5541 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.5649 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.5759 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.5877 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.6062 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.6135 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.6201 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.6309 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.6421 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.6542 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.665 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.6762 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.6874 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.6981 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.7092 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.7202 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.7313 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.7423 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.7533 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.7644 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.7754 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.7869 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.7984 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.8094 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.8205 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.8314 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.8423 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.8535 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.8645 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.8755 3.630097
3128 -0.05703783 0.01543331 -5.48145 -0.8921464 0.3093799 1.479541 -2.117795 -0.02810732 1.248855 -1.922812 0.2988019 1.165013 250.8867 3.630097
