2023-07-12T17:11:24Z
 
Index_No. VRHandPos.x VRHandPos.y VRHandPos.z HandPos.x HandPos.y HandPos.z ElbowPos.x ElbowPos.y ElbowPos.z ShoulderPos.x ShoulderPos.y ShoulderPos.z Time_Stamp Distance
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.10957 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.11465 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.11779 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.12119 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.13228 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.14347 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.15493 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.16644 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.17672 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.18789 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.1996 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.21034 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.22122 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.23281 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.24409 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.27208 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.27812 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.28156 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.28756 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.29938 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.31036 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.32106 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.33235 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.34357 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.35492 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.36576 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.37704 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.3881 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.39912 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.41009 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.42136 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.43224 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.44365 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.45433 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.46588 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.47753 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.48813 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.49929 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.51008 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.52094 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.53231 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.54443 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.55487 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.56591 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.57674 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.58831 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.59915 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.60992 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.62141 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.6322 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.64315 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.65493 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.66576 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.67684 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.68767 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.69947 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.71062 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.72093 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.73235 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.74375 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.75486 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.76579 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.77677 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.78808 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.79932 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.81021 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.82151 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.8325 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.84329 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.85481 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.86616 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.87708 5.925596
1881 0 0 0 0.421259 0.2042608 0.8710695 0 0 0 0 0 0 37.88806 5.925596
