2023-07-29T16:57:20Z
 
Index_No. VRHandPos.x VRHandPos.y VRHandPos.z HandPos.x HandPos.y HandPos.z ElbowPos.x ElbowPos.y ElbowPos.z ShoulderPos.x ShoulderPos.y ShoulderPos.z Time_Stamp Distance
1881 1.471085 3.158954 -4.690454 -0.3915626 0.3560126 0.6023269 -0.4869629 0.3874061 0.853346 -0.5109825 0.4295193 1.069483 345.0535 0.09622541
1881 1.471085 3.158954 -4.690454 -0.389675 0.3575993 0.6037592 -0.4861992 0.3880308 0.8541626 -0.5104688 0.4298557 1.070327 345.0891 0.09622541
1881 1.471085 3.158954 -4.690454 -0.389675 0.3575993 0.6037592 -0.4861992 0.3880308 0.8541626 -0.5104688 0.4298557 1.070327 345.1045 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3886461 0.3585714 0.6047941 -0.4856216 0.3886825 0.8549613 -0.5099203 0.4302839 1.071166 345.1181 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3883544 0.3589733 0.6052926 -0.4855394 0.3895733 0.8554296 -0.5096605 0.430827 1.071721 345.131 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3881389 0.3595343 0.6057186 -0.4854347 0.3901871 0.8558177 -0.5093945 0.4310488 1.072201 345.1447 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3881389 0.3595343 0.6057186 -0.4854347 0.3901871 0.8558177 -0.5093945 0.4310488 1.072201 345.1598 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3881152 0.3601642 0.6061003 -0.485433 0.3907889 0.8561869 -0.5091934 0.4312634 1.072665 345.1725 0.09622541
1881 1.471085 3.158954 -4.690454 -0.388308 0.3611172 0.6064461 -0.4854851 0.3913201 0.8565411 -0.508976 0.4313923 1.073124 345.1857 0.09622541
1881 1.471085 3.158954 -4.690454 -0.388308 0.3611172 0.6064461 -0.4854851 0.3913201 0.8565411 -0.508976 0.4313923 1.073124 345.1995 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3884834 0.3620406 0.6068087 -0.4856187 0.391758 0.8568466 -0.5088646 0.4315501 1.073507 345.2132 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3885867 0.3629547 0.6072066 -0.4858361 0.3921354 0.8571103 -0.50883 0.431677 1.073844 345.2472 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3885867 0.3629547 0.6072066 -0.4858361 0.3921354 0.8571103 -0.50883 0.431677 1.073844 345.2615 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3883846 0.3647205 0.6080909 -0.4861998 0.392694 0.8575581 -0.5088093 0.4318465 1.074403 345.2746 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3881424 0.3654215 0.6085428 -0.486339 0.3928882 0.8577604 -0.5088394 0.4319148 1.074639 345.2875 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3881424 0.3654215 0.6085428 -0.486339 0.3928882 0.8577604 -0.5088394 0.4319148 1.074639 345.3018 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3879423 0.3658919 0.6089643 -0.486491 0.3930001 0.8579604 -0.5089253 0.4319694 1.074856 345.3154 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3878453 0.3659881 0.6093184 -0.4866715 0.3929614 0.8581545 -0.509089 0.4320021 1.075039 345.3282 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3878868 0.3657108 0.6096109 -0.4866715 0.3929614 0.8581545 -0.509089 0.4320021 1.075039 345.3414 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3878868 0.3657108 0.6096109 -0.4869317 0.3928504 0.8583578 -0.5093211 0.4320485 1.075217 345.355 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3880855 0.3651918 0.609867 -0.487276 0.3927044 0.8585956 -0.5096061 0.4320905 1.075427 345.3682 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3880855 0.3651918 0.609867 -0.487276 0.3927044 0.8585956 -0.5096061 0.4320905 1.075427 345.4019 0.09622541
1881 1.471085 3.158954 -4.690454 -0.3883789 0.3645313 0.610136 -0.4877219 0.3925848 0.8588722 -0.5099614 0.4321605 1.075678 345.4156 0.09622541
