2023-05-29T17:05:39Z
 
Index_No.    Distance
2025      4.831442
2025      4.832674
2025      4.833129
2025      4.833395
2025      4.83489
2025      4.835868
2025      4.836803
2025      4.837821
2025      4.839367
2025      4.840985
2025      4.843632
2025      4.844551
2025      4.845056
2025      4.847873
2025      4.849614
2025      4.851584
2025      4.853631
2025      4.855945
2025      4.859188
2025      4.86484
2025      4.868079
2025      4.869678
2025      4.878655
2025      4.884511
2025      4.890245
2025      4.89408
2025      4.900161
2025      4.907475
2025      4.921872
2025      4.951148
2025      4.983504
2025      5.017657
2025      5.052736
2025      5.089153
2025      5.127066
2025      5.166263
2025      5.209086
2025      5.251246
2025      5.294816
2025      5.337667
2025      5.385788
2025      5.433124
2025      5.481835
2025      5.531681
2025      5.582782
2025      5.636063
2025      5.68921
2025      5.74296
2025      5.796118
2025      5.854112
2025      5.911481
2025      5.969457
2025      6.028718
2025      6.088708
2025      6.149744
2025      6.213006
2025      6.275522
2025      6.337662
2025      6.403724
2025      6.405227
2025      6.406371
2025      6.409934
2025      6.412907
2025      6.414567
2025      6.417619
2025      6.420369
2025      6.421126
2025      6.42333
2025      6.42564
2025      6.427073
2025      6.428571
2025      6.429583
2025      6.430362
2025      6.431485
2025      6.43167
2025      6.431872
2025      6.432237
2025      6.432343
2025      6.432602
2025      6.432972
2025      6.432588
2025      6.431994
2025      6.431853
2025      6.431799
2025      6.431241
2025      6.43108
2025      6.430626
2025      6.430675
2025      6.430643
2025      6.430716
2025      6.430624
2025      6.431077
2025      6.431323
2025      6.431396
2025      6.431602
2025      6.43151
2025      6.432203
2025      6.432826
2025      6.43335
2025      6.43385
2025      6.434442
2025      6.435208
2025      6.436667
2025      6.437891
2025      6.438629
2025      6.440353
2025      6.441467
2025      6.442412
2025      6.443882
2025      6.445764
2025      6.447223
2025      6.448343
2025      6.449429
2025      6.450596
2025      6.451665
2025      6.452728
2025      6.453734
2025      6.455223
2025      6.456891
2025      6.457939
2025      6.458943
2025      6.45998
2025      6.460441
2025      6.461597
2025      6.463131
2025      6.464132
2025      6.465629
2025      6.467245
2025      6.468238
2025      6.469296
2025      6.470284
2025      6.470582
2025      6.471516
2025      6.476429
2025      6.477966
2025      6.480028
2025      6.481738
2025      6.481096
2025      6.480333
2025      6.477751
2025      6.47445
2025      6.47355
2025      6.466679
2025      6.452988
2025      6.448997
2025      6.446541
2025      6.443447
2025      6.439802
2025      6.435554
2025      6.430847
2025      6.430727
2025      6.420221
2025      6.414033
2025      6.401421
2025      6.400368
2025      6.39297
2025      6.378551
2025      6.370018
2025      6.360941
2025      6.358579
2025      6.342426
2025      6.33225
2025      6.321722
2025      6.303436
2025      6.291542
2025      6.279468
2025      6.266563
2025      6.252782
2025      6.245732
2025      6.223944
2025      6.206907
2025      6.180716
2025      6.157395
2025      6.136736
2025      6.129123
2025      6.116718
2025      6.097371
2025      6.087463
2025      6.073432
2025      6.056942
2025      6.044795
2025      6.151248
2025      5.878578
2025      5.732485
2025      5.58997
2025      5.438722
2025      5.301312
2025      5.295172
2025      5.134107
2025      4.855728
2025      4.700963
2025      4.556395
2025      4.285738
2025      4.162138
2025      4.03833
2025      3.913803
2025      3.804286
2025      3.687102
2025      3.572306
2025      3.352299
2025      3.338678
2025      2.889191
2025      2.790244
2025      2.704281
2025      2.698984
2025      2.53092
2025      2.374536
2025      2.304804
2025      2.228513
2025      2.166012
2025      2.095236
2025      2.034362
2025      1.981349
2025      1.977726
2025      1.873135
2025      1.782141
2025      1.739336
2025      1.715619
2025      1.676427
2025      1.638807
2025      1.591695
2025      1.547445
2025      1.544468
2025      1.442838
2025      1.318086
2025      1.257589
2025      1.197551
2025      1.136182
2025      1.079753
2025      1.010095
2025      0.9439645
2025      0.8731006
2025      0.7927966
2025      0.7162117
2025      0.5476677
2025      0.4660816
2025      0.3871798
2025      0.3106639
2025      0.2427861
2025      0.1858515
2025      0.1157166
2025      0.1137355
2025      0.05493487
2025      0.1230898
2025      0.1485487
2025      0.1712916
2025      0.1913451
2025      0.1963037
2025      0.1978124
2025      0.1960934
2025      0.1970133
2025      0.183825
2025      0.1836597
2025      0.176644
2025      0.1699993
2025      0.1626582
2025      0.1626582
2025      0.1624649
2025      0.1611637
2025      0.1588321
2025      0.1553806
2025      0.1533165
2025      0.15263
2025      0.1486132
2025      0.1449488
2025      0.1420859
2025      0.1392249
2025      0.1368628
2025      0.135925
2025      0.1308528
2025      0.1274533
2025      0.1214591
2025      0.1174091
2025      0.1134515
2025      0.1080669
2025      0.1028799
2025      0.09744386
2025      0.09188064
2025      0.08930089
2025      0.07637971
2025      0.05772708
2025      0.03975487
2025      0.02634362
2025      0.02853
2025      0.04509827
2025      0.06681132
2025      0.09080366
2025      0.1166204
2025      0.1440092
2025      0.172693
2025      0.2022343
2025      0.2320708
2025      0.2623897
2025      0.2934068
2025      0.3246653
2025      0.3559414
2025      0.3875743
2025      0.4197311
2025      0.4524283
2025      0.4858874
2025      0.5187034
2025      0.5518312
2025      0.5843884
2025      0.61528
2025      0.6451753
2025      0.6741247
2025      0.6998879
2025      0.7226548
2025      0.7455058
2025      0.7555472
2025      0.7553644
2025      0.7542947
2025      0.7533779
2025      0.7525045
2025      0.7509903
2025      0.7481955
2025      0.7454561
2025      0.7442708
2025      0.7422118
2025      0.7407842
2025      0.7396225
2025      0.7373062
2025      0.7356794
2025      0.733228
2025      0.7296453
2025      0.7292446
2025      0.7270696
2025      0.7257455
2025      0.722863
2025      0.7194852
2025      0.7178653
2025      0.7144901
2025      0.7120683
2025      0.7120683
2025      0.7099935
2025      0.6989997
2025      0.6952507
2025      0.6916265
2025      0.6882538
2025      0.6852469
2025      0.6821741
2025      0.6786897
2025      0.6749281
2025      0.6675598
2025      0.664149
2025      0.6611736
2025      0.6601936
2025      0.6548986
2025      0.6524058
2025      0.6502872
2025      0.6486189
2025      0.6463138
2025      0.6434299
2025      0.6402581
2025      0.6385736
2025      0.6367107
2025      0.6345643
2025      0.6328849
2025      0.6306776
2025      0.6282055
2025      0.6258008
2025      0.623138
2025      0.6202681
2025      0.6156421
2025      0.6128661
2025      0.6102406
2025      0.606621
2025      0.6027611
2025      0.5959054
2025      0.595258
2025      0.5913142
2025      0.5871441
2025      0.5829188
2025      0.5769511
2025      0.5733335
2025      0.5690791
2025      0.5640608
2025      0.5631622
2025      0.5586725
2025      0.55807
2025      0.554661
2025      0.5523782
2025      0.5506191
2025      0.54881
2025      0.5460743
2025      0.5437919
2025      0.5412917
2025      0.541283
2025      0.540777
2025      0.5381685
2025      0.5376779
2025      0.5371693
2025      0.5362397
2025      0.5356852
2025      0.5350273
2025      0.5348887
2025      0.5348279
2025      0.5335924
2025      0.5327159
2025      0.5321693
2025      0.5314867
2025      0.5309113
2025      0.5304406
2025      0.5301728
2025      0.5283141
2025      0.5276738
2025      0.5276738
2025      0.527179
2025      0.5246941
2025      0.5244588
2025      0.5235736
2025      0.5232271
2025      0.5233682
2025      0.5230184
2025      0.5225501
2025      0.5223308
2025      0.5210301
2025      0.5196511
2025      0.5177108
2025      0.5163
2025      0.5146115
2025      0.5132057
2025      0.5109301
2025      0.5067562
2025      0.5049698
2025      0.5049698
2025      0.5036632
2025      0.4967324
2025      0.494262
2025      0.4917311
2025      0.4891576
2025      0.4855044
2025      0.4835579
2025      0.4824642
2025      0.4815986
2025      0.4768691
2025      0.4745356
2025      0.4727144
2025      0.4709575
2025      0.468091
2025      0.4664686
2025      0.4624959
2025      0.4601778
2025      0.4593724
2025      0.4549542
2025      0.4529876
2025      0.4526687
2025      0.4503273
2025      0.4464752
2025      0.4457268
2025      0.4448333
2025      0.4439653
2025      0.4436566
2025      0.4420707
2025      0.4418183
2025      0.4416135
2025      0.4415321
2025      0.4414549
2025      0.4414119
2025      0.4411648
2025      0.4409908
2025      0.4408139
2025      0.4402317
2025      0.4396949
2025      0.4389975
2025      0.4382712
2025      0.4372667
2025      0.435282
2025      0.4350213
2025      0.4334094
2025      0.4318615
2025      0.4318615
2025      0.4306169
2025      0.424206
2025      0.4230798
2025      0.4219915
2025      0.4206041
2025      0.4182542
2025      0.4179818
2025      0.4166208
2025      0.415562
2025      0.4099062
2025      0.4076908
2025      0.4055825
2025      0.4041032
2025      0.4015436
2025      0.3967406
2025      0.3938438
2025      0.3913242
2025      0.3902418
2025      0.384204
2025      0.3804772
2025      0.3768641
2025      0.3730456
2025      0.3686582
2025      0.361595
2025      0.3572299
2025      0.3532786
2025      0.3502771
2025      0.3488499
2025      0.3411866
2025      0.3380141
2025      0.3349878
2025      0.3304268
2025      0.3275703
2025      0.3244687
2025      0.3214903
2025      0.3181822
2025      0.3170151
2025      0.3107168
2025      0.3076894
2025      0.3053077
2025      0.3026444
2025      0.2974867
2025      0.2949796
2025      0.2926629
2025      0.2905095
2025      0.2900752
2025      0.2879257
2025      0.287859
2025      0.2875644
2025      0.2876813
2025      0.2876335
2025      0.2877989
2025      0.2867567
2025      0.2862668
2025      0.2859256
2025      0.2840861
2025      0.2832906
2025      0.2825521
2025      0.281568
2025      0.2797779
2025      0.2787423
2025      0.27788
2025      0.2767692
2025      0.2756236
2025      0.2742133
2025      0.2737108
2025      0.272213
2025      0.2710479
2025      0.2698002
2025      0.268747
2025      0.2672959
2025      0.2654459
2025      0.2639683
2025      0.2636035
2025      0.261587
2025      0.2604795
2025      0.2601047
2025      0.2614135
2025      0.2641475
2025      0.2675949
2025      0.2707512
2025      0.2737329
2025      0.2749651
2025      0.2817934
2025      0.2863435
2025      0.2932222
2025      0.296683
2025      0.2998954
2025      0.3027321
2025      0.3041519
2025      0.3053924
2025      0.3057916
2025      0.3061208
2025      0.3062016
2025      0.3068922
2025      0.3071184
2025      0.3075548
2025      0.3080376
2025      0.3085418
2025      0.3090227
2025      0.3093867
2025      0.3097644
2025      0.3097644
2025      0.3098325
2025      0.3099618
2025      0.310113
2025      0.3104189
2025      0.3105857
2025      0.3107861
2025      0.3110233
2025      0.3112512
2025      0.3115525
2025      0.3118075
2025      0.3120561
2025      0.3123204
2025      0.3127423
2025      0.3128869
2025      0.3130463
2025      0.3130463
2025      0.3130463
2025      0.3134916
2025      0.3140037
2025      0.3143343
2025      0.3145291
2025      0.3151576
2025      0.3158262
2025      0.3164767
2025      0.3164767
2025      0.3189726
2025      0.3205162
2025      0.321804
2025      0.321804
2025      0.323497
2025      0.3272808
2025      0.3294647
2025      0.3317238
2025      0.334196
2025      0.3395178
2025      0.3395178
2025      0.3425995
2025      0.345879
2025      0.3528738
2025      0.3566288
2025      0.3603196
2025      0.3641774
2025      0.3680814
2025      0.3721646
2025      0.376922
2025      0.3805777
2025      0.3848231
2025      0.3927095
2025      0.3963584
2025      0.4002177
2025      0.4035077
2025      0.4069865
2025      0.4103754
2025      0.4137045
2025      0.4202411
2025      0.4232759
2025      0.4259025
2025      0.428758
2025      0.4312531
2025      0.4337749
2025      0.4359625
2025      0.4359625
2025      0.4419801
2025      0.4435738
2025      0.4451895
2025      0.4466088
2025      0.4477119
2025      0.4486869
2025      0.4494567
2025      0.4500931
2025      0.4506669
2025      0.4511696
2025      1.18906
2025      1.192305
2025      1.193291
2025      1.192913
2025      1.192027
2025      1.189175
2025      1.187134
2025      1.185154
2025      1.181423
2025      1.175981
2025      1.171892
2025      1.168066
2025      1.163678
2025      1.159385
2025      1.153327
2025      1.147036
2025      1.141173
2025      1.136961
2025      1.133419
2025      1.114636
2025      1.170398
2025      1.224978
2025      1.278183
2025      1.329857
2025      1.379693
2025      1.427538
2025      1.475108
2025      1.517937
2025      1.556029
2025      1.591313
2025      1.62363
2025      1.652873
2025      1.679024
2025      1.701921
2025      1.720288
2025      1.736079
2025      1.747167
2025      1.747426
2025      1.743255
2025      1.73338
2025      1.718665
2025      1.699101
2025      1.677008
2025      1.641857
2025      1.597796
2025      1.54231
2025      1.460894
2025      1.361204
2025      1.235236
2025      1.048242
2025      0.9892156
2025      0.9196788
2025      0.8468299
2025      0.7919587
2025      0.7136297
2025      0.7093566
2025      0.5106936
2025      0.4402376
2025      0.367304
2025      0.2948631
2025      0.2208115
2025      0.1547027
2025      0.09867764
2025      0.02977452
2025      0.02884311
2025      0.1735618
2025      0.2396993
2025      0.2923009
2025      0.3435547
2025      0.3864714
2025      0.4298899
2025      0.4661483
2025      0.4999013
2025      0.5023342
2025      0.5151319
2025      0.5189342
2025      0.5227011
2025      0.5257218
2025      0.5275226
2025      0.5301166
2025      0.5322043
2025      0.5348844
2025      0.5350764
2025      0.5358537
2025      0.5347129
2025      0.5338989
2025      0.5325079
2025      0.5309399
2025      0.5297135
2025      0.5278184
2025      0.5255145
2025      0.5221395
2025      0.5195416
2025      0.5161859
2025      0.5133736
2025      0.5087556
2025      0.5048357
2025      0.5004241
2025      0.4953594
2025      0.489604
2025      0.4852782
2025      0.4836053
2025      0.474357
2025      0.4681635
2025      0.4587391
2025      0.4532834
2025      0.4477792
2025      0.4435937
2025      0.4389368
2025      0.4338649
2025      0.4264104
2025      0.422202
2025      0.4191774
2025      0.4152167
2025      0.4110185
2025      0.406547
2025      0.4013761
2025      0.3972165
2025      0.3936436
2025      0.3915206
2025      0.3801993
2025      0.3760806
2025      0.3734833
2025      0.3699611
2025      0.3685787
2025      0.3665173
2025      0.3645315
2025      0.3640791
2025      0.363425
2025      0.3599786
2025      0.3588204
2025      0.3572169
2025      0.3553768
2025      0.3529623
2025      0.3500178
2025      0.347652
2025      0.3429675
2025      0.3421517
2025      0.3376635
2025      0.3350639
2025      0.3319379
2025      0.3296503
2025      0.3273669
2025      0.3253905
2025      0.3237953
2025      0.3203284
2025      0.3197914
2025      0.3167835
2025      0.3146856
2025      0.3121266
2025      0.3100742
2025      0.3079839
2025      0.3054292
2025      0.3023024
2025      0.2972066
2025      0.294356
2025      0.2932553
2025      0.2872375
2025      0.2840105
2025      0.2802869
2025      0.2769142
2025      0.2725607
2025      0.2651153
2025      0.26066
2025      0.2564757
2025      0.2549515
2025      0.24678
2025      0.2431469
2025      0.2382091
2025      0.2336055
2025      0.2286007
2025      0.2227285
2025      0.2137588
2025      0.2116369
2025      0.210389
2025      0.2037546
2025      0.201226
2025      0.1980644
2025      0.1952725
2025      0.1926677
2025      0.1889164
2025      0.1844833
2025      0.1813164
2025      0.178724
2025      0.1753553
2025      0.17273
2025      0.1693937
2025      0.1686748
2025      0.164628
2025      0.1613259
2025      0.1561633
2025      0.1539005
2025      0.1539005
2025      0.1524808
2025      0.1448555
2025      0.1412513
2025      0.1390066
2025      0.1355366
2025      0.1312228
2025      0.1307244
2025      0.1280565
2025      0.1263387
2025      0.1226007
2025      0.1207392
2025      0.118607
2025      0.1166247
2025      0.1138978
2025      0.1099779
2025      0.1079916
2025      0.1061478
2025      0.104487
2025      0.1038019
2025      0.1001228
2025      0.097786
2025      0.09580155
2025      0.09271944
2025      0.09205949
2025      0.08878001
2025      0.087278
2025      0.08602723
2025      0.08559795
2025      0.08361305
2025      0.08222291
2025      0.08052235
2025      0.0806478
2025      0.08009125
2025      0.07896343
2025      0.07828408
2025      0.07746196
2025      0.07691608
2025      0.07628775
2025      0.07559582
2025      0.07508039
2025      0.07454377
2025      0.07399825
2025      0.07421767
2025      0.07416181
2025      0.07417164
2025      0.07414421
2025      0.07407763
2025      0.07375611
2025      0.07371483
2025      0.07366609
2025      0.07354818
2025      0.07342671
2025      0.07287397
2025      0.07258244
2025      0.07209597
2025      0.07209472
2025      0.07193088
2025      0.07095885
2025      0.07006457
2025      0.06857721
2025      0.0674191
2025      0.06627685
2025      0.0651304
2025      0.06410496
2025      0.06368708
2025      0.06170269
2025      0.06055018
2025      0.0595361
2025      0.05821585
2025      0.05731966
2025      0.05695302
2025      0.05672393
2025      0.05752375
2025      0.0579981
2025      0.06177646
2025      0.06367789
2025      0.06412613
2025      0.06525462
2025      0.06574796
2025      0.066398
2025      0.06696599
2025      0.06769282
2025      0.06819882
2025      0.06885349
2025      0.06922154
2025      0.06975182
2025      0.07055092
2025      0.07098424
2025      0.07121745
2025      0.07174578
2025      0.07210815
2025      0.07210815
2025      0.07210815
2025      0.07210815
2025      0.074803
205      2.723812
205      2.723812
205      2.723812
205      2.723292
205      2.722823
205      2.722823
205      2.722444
205      2.722229
205      2.722098
205      2.722015
205      2.722403
205      2.722565
205      2.722596
205      2.722914
205      2.722914
205      2.72399
205      2.724885
205      2.724885
205      2.725911
205      2.726249
205      2.726935
205      2.727718
205      2.728424
205      2.729188
205      2.72974
205      2.730469
205      2.732128
205      2.732833
205      2.733687
205      2.73478
205      2.735645
205      2.736736
205      2.737735
205      2.737735
205      2.73982
205      2.740936
205      2.743141
205      2.744447
205      2.745106
205      2.746376
205      2.74778
205      2.74927
205      2.74927
205      2.75285
205      2.756135
205      2.757715
205      2.759236
205      2.760552
205      2.761467
205      2.762333
205      2.763364
205      2.763364
205      2.764787
205      2.765099
205      2.76494
205      2.764663
205      2.764593
205      2.764364
205      2.763906
205      2.763383
205      2.7627
205      2.762033
205      2.761184
205      2.760288
205      2.759401
205      2.757549
205      2.756552
205      2.755486
205      2.755486
205      2.909844
205      2.901906
205      2.886865
205      2.875727
205      2.865546
205      2.856035
205      2.84722
205      2.838984
205      2.831267
205      2.823931
205      2.819593
205      2.808184
205      2.79993
205      2.791664
205      2.783392
205      2.775006
205      2.76651
205      2.75795
205      2.749375
205      2.744407
205      2.73093
205      2.723767
205      2.712233
205      2.703092
205      2.695392
205      2.69041
205      2.689288
205      2.693279
205      2.703671
205      2.720216
205      2.761759
205      2.838629
205      2.961128
205      3.000575
205      3.048949
205      3.080234
205      3.115406
205      3.162087
205      3.213514
205      3.308218
205      3.358076
205      3.398809
205      3.439329
205      3.468934
205      3.496616
205      3.532843
205      3.564454
205      3.59346
205      3.598758
205      3.692433
205      3.729627
205      3.762373
205      3.798352
205      3.828301
205      3.859056
205      3.878233
205      3.886221
205      3.891194
205      3.931431
205      3.943755
205      3.939401
205      3.951525
205      3.946723
205      3.939942
205      3.913739
205      3.893362
205      3.866004
205      3.835311
205      3.80407
205      3.777942
205      3.750535
205      3.723302
205      3.678916
205      3.658292
205      3.608941
205      3.605528
205      3.551997
205      3.520061
205      3.478122
205      3.443006
205      3.381516
205      3.384266
205      3.419729
205      3.298275
205      3.278713
205      3.271711
205      3.211974
205      3.189747
205      3.150849
205      3.123368
205      3.073702
205      3.042117
205      3.004358
205      2.959523
205      2.871078
205      2.729475
205      2.726948
205      2.677276
205      2.63562
205      2.553085
205      2.503687
205      2.499417
205      2.418383
205      2.38832
205      2.362111
205      2.327579
205      2.308639
205      2.278291
205      2.261048
205      2.201661
205      2.199024
205      2.150264
205      2.111982
205      2.07277
205      2.026012
205      1.984726
205      1.932076
205      1.883031
205      1.784143
205      1.780648
205      1.651309
205      1.593198
205      1.522751
205      1.461822
205      1.415129
205      1.362672
205      1.315171
205      1.270526
205      1.227039
205      1.157258
205      1.123484
205      1.0923
205      1.054988
205      1.028113
205      0.9862347
205      0.9232236
205      0.8981593
205      0.8981593
205      0.8957616
205      0.8047832
205      0.7704378
205      0.7352113
205      0.6956892
205      0.6557235
205      0.6142116
205      0.5466478
205      0.5241591
205      0.522993
205      0.4716756
205      0.4413444
205      0.4304926
205      0.4059827
205      0.3923949
205      0.3698446
205      0.3695893
205      0.3683134
205      0.3678656
205      0.3655458
205      0.3646821
205      0.3631268
205      0.3622394
205      0.3607276
205      0.3592435
205      0.3576789
205      0.3555862
205      0.3555862
205      0.3550839
205      0.3526695
205      0.3522879
205      0.3517385
205      0.3506879
205      0.3497958
205      0.3484343
205      0.3470946
205      0.3459834
205      0.3454529
205      0.3428501
205      0.3426369
205      0.3415741
205      0.3412141
205      0.3393126
205      0.3388965
205      0.3395478
205      0.3406096
205      0.3410327
205      0.3434
205      0.3448243
205      0.3459016
205      0.3470791
205      0.3483462
205      0.3497793
205      0.350567
205      0.3511875
205      0.3516323
205      0.3542513
205      0.3569022
205      0.3609526
205      0.3646677
205      0.3699917
205      0.3767273
205      0.380209
205      0.384059
205      0.3856784
205      0.3943765
205      0.3980089
205      0.4027699
205      0.4058646
205      0.4078175
205      0.4107749
205      0.4106159
205      0.410868
205      0.4110533
205      0.4110314
205      0.4109793
205      0.4109355
205      0.4108477
205      0.4106354
205      0.4104662
205      0.4102523
205      0.4101447
205      0.4101447
205      0.4095938
205      0.4089913
205      0.4084854
205      0.4075238
205      0.4071699
205      0.406568
205      0.4060703
205      0.4055159
205      0.4055159
205      0.404359
205      0.4033304
205      0.4025338
205      0.4016633
205      0.3995349
205      0.3984144
205      0.3971896
205      0.3959078
205      0.3959078
205      0.3932531
205      0.3917649
205      0.3901793
205      0.3882858
205      0.3864569
205      0.3825172
205      0.3802617
205      0.3779565
205      0.3779565
205      0.3729746
205      0.3703075
205      0.3676343
205      0.3620541
205      0.358839
205      0.3557616
205      0.3525783
205      0.3494636
205      0.3462514
205      0.3430591
205      0.3396904
205      0.3364269
205      0.3299145
205      0.326698
205      0.3231986
205      0.3197461
205      0.316114
205      0.3124549
205      0.3086961
205      0.3049219
205      0.3009752
205      0.2929879
205      0.2889148
205      0.2848252
205      0.2806872
205      0.2763486
205      0.2720453
205      0.2720453
205      0.2583105
205      0.2535913
205      0.2489178
205      0.2442701
205      0.2396259
205      0.2350794
205      0.2304801
205      0.2259293
205      0.2215383
205      0.2129694
205      0.2090092
205      0.2053938
205      0.2023378
205      0.1997883
205      0.1977106
205      0.1959561
205      0.1933176
205      0.1933176
205      0.1933176
205      0.1917989
205      0.1914211
205      0.1909907
205      0.1904184
205      0.1895999
205      0.1889339
205      0.1881428
205      0.1873861
205      0.1863224
205      0.1858663
205      0.1857179
205      0.1856597
205      0.1856154
205      0.1855947
205      0.1856419
205      0.1857668
205      0.1859774
205      0.1859774
205      0.1870141
205      0.1873585
205      0.1877261
205      0.1880479
205      0.1883994
205      0.9766131
205      0.9738755
205      0.9702091
205      0.9702091
205      0.9690301
205      0.9630159
205      0.9615569
205      0.958077
205      0.9559379
205      0.9535895
205      0.9513011
205      0.9484094
205      0.9480802
205      0.9456724
205      0.9414023
205      0.9385814
205      0.9349478
205      0.9310786
205      0.9271054
205      0.9225196
205      0.9170393
205      0.9084615
205      0.9065173
205      0.8955696
205      0.8877715
205      0.8805461
205      0.879079
205      0.8682384
205      0.8487018
205      0.9073907
205      0.965658
205      1.018724
205      1.068111
205      1.113927
205      1.155682
205      1.192502
205      1.224527
205      1.24702
205      1.26159
205      1.273354
205      1.285178
205      1.285545
205      1.27169
205      1.250795
205      1.222577
205      1.186286
205      1.137345
205      1.074091
205      1.005195
205      0.9299611
205      0.8371798
205      0.7365721
205      0.6300734
205      0.5260658
205      0.4379979
205      0.3951317
205      0.4350721
205      0.5743117
205      0.7877541
205      0.8218321
205      0.8464044
205      0.8673903
205      0.8863736
205      0.9152319
205      0.9218574
205      0.9450579
205      0.9487848
205      0.9439953
205      0.9439953
205      0.9451225
205      0.9229444
205      0.9272081
205      0.9305671
205      0.9225916
205      0.9276837
205      0.9190773
205      0.912605
205      0.9127573
205      0.9002365
205      0.8735577
205      0.8585688
205      0.8240249
205      0.795772
205      0.7251163
205      0.6770945
205      0.624195
205      0.624195
205      0.6215889
205      0.4784673
205      0.4328205
205      0.3991252
205      0.3571889
205      0.2783287
205      0.2371793
205      0.1934046
205      0.1661905
205      0.1649139
205      0.1043558
205      0.1090541
205      0.1424956
205      0.1823206
205      0.2922598
205      0.3325855
205      0.387538
205      0.4403452
205      0.4424122
205      0.5467958
205      0.6127869
205      0.6680067
205      0.721042
205      0.8063264
205      0.8464255
205      0.8842955
205      0.9145961
205      0.9155516
205      0.9583197
205      0.9743286
205      0.9930515
205      0.9958156
205      0.9963863
205      0.9960487
205      0.9941438
205      0.9930527
205      0.9921693
205      0.9872569
205      0.9840479
205      0.9797596
205      0.9749933
205      0.9684692
205      0.9671281
205      0.9595212
205      0.9544219
205      0.9514772
205      0.9499093
205      0.9413143
205      0.9366083
205      0.9304966
205      0.9218915
205      0.9173045
205      0.9118146
205      0.9069057
205      0.9022778
205      0.900292
205      0.8895418
205      0.88438
205      0.8775477
205      0.8694504
205      0.8664747
205      0.8616076
205      0.8566772
205      0.8518521
205      0.8502119
205      0.8412458
205      0.8366612
205      0.8323833
205      0.8282336
205      0.8215344
205      0.8179731
205      0.8140784
205      0.8113109
205      0.8100559
205      0.8033454
205      0.8001273
205      0.7949663
205      0.7937069
205      0.7869563
205      0.7839847
205      0.7800367
205      0.7763876
205      0.772496
205      0.7675747
205      0.7640257
205      0.759503
205      0.7552843
205      0.7484412
205      0.7443615
205      0.7405545
205      0.7380274
205      0.7349911
205      0.7349911
205      0.7331254
205      0.7224014
205      0.7145689
205      0.7097859
205      0.7056188
205      0.7005582
205      0.6957145
205      0.6918283
205      0.6901093
205      0.6808226
205      0.6755545
205      0.6657419
205      0.6604736
205      0.6543473
205      0.6494746
205      0.6433011
205      0.6396349
205      0.6381001
205      0.6294361
205      0.6231539
205      0.616003
205      0.6124697
205      0.6074339
205      0.6025706
205      0.5986604
205      0.5932994
205      0.5884983
205      0.5833178
205      0.5767052
205      0.5674863
205      0.5623133
205      0.5572031
205      0.5525586
205      0.5470287
205      0.5409995
205      0.5358006
205      0.5336566
205      0.5209171
205      0.5098024
205      0.5042691
205      0.4994498
205      0.4955097
205      0.4903615
205      0.4859048
205      0.4814748
205      0.480005
205      0.4718079
205      0.4665897
205      0.4609622
205      0.4560092
205      0.447601
205      0.4427148
205      0.4406052
205      0.4371918
205      0.4360051
205      0.4295428
205      0.4263262
205      0.4224353
205      0.416042
205      0.4126114
205      0.4081628
205      0.4055978
205      0.401311
205      0.3986452
205      0.394502
205      0.3887689
205      0.3844804
205      0.3812903
205      0.3781557
205      0.3743926
205      0.3712068
205      0.3671128
205      0.3635229
205      0.3600572
205      0.3558485
205      0.3522187
205      0.3459225
205      0.3357109
205      0.3352416
205      0.3322006
205      0.3283119
205      0.3263067
205      0.3251795
205      0.3190127
205      0.3158363
205      0.3123883
205      0.3073379
205      0.3047574
205      0.3029761
205      0.3009185
205      0.2979687
205      0.2973117
205      0.2936862
205      0.2915833
205      0.2885592
205      0.2827355
205      0.2819407
205      0.2791625
205      0.2752896
205      0.2728257
205      0.271316
205      0.2637949
205      0.2627002
205      0.2572393
205      0.2565602
205      0.252073
205      0.2461076
205      0.2430204
205      0.2393724
205      0.2362677
205      0.2316061
205      0.2254757
205      0.221577
205      0.2184859
205      0.2153115
205      0.2115832
205      0.2082102
205      0.2036074
205      0.2000763
205      0.195339
205      0.1909489
205      0.1833091
205      0.1782629
205      0.173459
205      0.1692085
205      0.1638993
205      0.1589612
205      0.1555492
205      0.1528721
205      0.1395355
205      0.1386072
205      0.1332699
205      0.1280317
205      0.1185571
205      0.1131727
205      0.1088772
205      0.1041839
205      0.1015944
205      0.08788094
205      0.08269409
205      0.07862508
205      0.07361782
205      0.06848108
205      0.06252778
205      0.05848012
205      0.05404463
205      0.04852162
205      0.04151714
205      0.03930585
205      0.03768768
205      0.03737068
205      0.03516271
205      0.03251907
205      0.03269732
205      0.03426405
205      0.03448568
205      0.03584092
205      0.03857367
205      0.04272645
205      0.04508367
205      0.04783133
205      0.05172045
205      0.05472236
205      0.05822223
205      0.0605044
205      0.06168732
205      0.06884053
205      0.07509811
205      0.07849521
205      0.08191217
205      0.08464288
205      0.08774611
205      0.08995432
205      0.09212311
205      0.09270272
205      0.09565317
205      0.0958321
205      0.09558494
205      0.09517719
205      0.09363227
205      0.09290616
205      0.09132969
205      0.08938078
205      0.08822667
205      0.08626722
205      0.08366933
205      0.07951774
205      0.07726932
205      0.07569598
205      0.07369211
205      0.07176737
205      0.07033172
205      0.06957675
205      0.06565322
205      0.06471429
205      0.06460635
205      0.06450267
205      0.06391013
205      0.06342237
205      0.06290442
205      0.06264734
205      0.06237944
