2023-05-29T17:05:39Z
 
Index_No.    Distance
492      11.19687
492      11.21162
492      11.2404
492      11.23429
492      11.24322
492      11.24564
492      11.24817
492      11.4164
492      11.40031
492      11.23684
492      11.35506
492      11.34551
492      11.25877
492      11.26578
492      11.41933
492      11.4184
492      11.41138
492      11.41848
492      11.40775
492      11.39947
492      11.39654
492      11.39749
492      11.38323
492      11.38173
492      11.32147
492      11.32103
492      11.38552
492      11.4101
492      11.37432
492      11.39782
492      11.38254
492      11.38104
492      11.32045
492      11.33479
492      11.33245
492      11.27493
492      11.33297
492      11.32202
492      11.33186
492      11.17364
492      11.28868
492      11.24426
492      11.22264
492      11.2228
492      11.25076
492      11.27572
492      11.13646
492      11.13337
492      11.15681
492      11.11016
492      11.17101
492      11.16307
492      11.16307
492      11.16327
492      11.1985
492      11.2001
492      11.20008
492      11.20023
492      11.20043
492      11.19462
492      11.19463
492      11.19561
492      11.20108
492      11.20405
492      11.20496
492      11.20323
492      11.20294
492      11.20221
492      11.19896
492      11.20544
492      11.20042
492      11.20076
492      11.20236
492      11.20234
492      11.20489
492      11.20697
492      11.20254
492      11.19965
492      11.20253
492      11.19768
492      11.19779
492      11.19817
492      11.19723
492      11.19629
492      11.19455
492      11.19531
492      11.19437
492      11.18993
492      11.16996
492      11.16486
492      11.16245
492      11.15864
492      11.15211
492      11.14639
492      11.14166
492      11.13922
492      11.13938
492      11.14001
492      11.13926
492      11.13361
492      11.13098
492      11.13409
492      11.13228
492      11.12284
492      11.11763
492      11.12263
492      11.12667
492      11.13068
492      11.12326
492      11.11759
492      11.11261
492      11.10988
492      11.10794
492      11.1106
492      11.15198
492      11.19233
492      11.23877
492      11.28393
492      11.2167
492      11.38705
492      11.38574
492      11.24321
492      11.26147
492      11.2528
492      11.40327
492      11.42212
492      11.42258
492      11.44609
492      11.30486
492      11.29425
492      11.30584
492      11.45278
492      11.46842
492      11.51826
492      11.26559
492      11.26838
492      11.45241
492      11.40967
492      11.40969
492      11.42778
492      11.41468
492      11.41953
492      11.41434
492      11.3602
492      11.34227
492      11.39466
492      11.39134
492      11.25801
492      11.24619
492      11.2408
492      11.23355
492      11.30652
492      11.29683
492      11.29904
492      11.19793
492      11.21834
492      11.30648
492      11.30683
492      11.30786
492      11.3078
492      11.32611
492      11.32612
492      11.32621
492      11.32706
492      11.33141
492      11.32802
492      11.30947
492      11.30428
492      11.29814
492      11.29176
492      11.28644
492      11.28171
492      11.2766
492      11.27067
492      11.26527
492      11.26054
492      11.25544
492      11.25139
492      11.24983
492      11.25196
492      11.25035
492      11.25026
492      11.25455
492      11.25881
492      11.26317
492      11.26742
492      11.27211
492      11.27825
492      11.28436
492      11.29018
492      11.29574
492      11.30081
492      11.30627
492      11.30663
492      11.30782
492      11.30973
492      11.32633
492      11.32363
492      11.31013
492      11.31314
492      11.32823
492      11.32846
492      11.32866
492      11.32868
492      11.32862
492      11.32695
492      11.32401
492      11.32165
492      11.31933
492      11.31701
492      11.31518
492      11.31439
492      11.31283
492      11.31094
492      11.31227
492      11.31567
492      11.31756
492      11.32289
492      11.32812
492      11.33248
492      11.33399
492      11.33482
492      11.3355
492      11.3368
492      11.33596
492      11.31953
492      11.31511
492      11.31199
492      11.33431
492      11.35602
492      11.3296
492      11.33585
492      11.23201
492      11.23029
492      11.25605
492      11.32789
492      11.32816
492      11.33922
492      11.33867
492      11.30376
492      11.15056
492      11.14008
492      11.12055
492      11.17835
492      11.09637
492      11.09637
492      11.09437
492      10.94658
492      10.96435
492      10.85085
492      10.82
492      10.80616
492      10.78206
492      10.79936
492      10.7458
492      10.74465
492      10.74434
492      10.74379
492      10.74355
492      10.74381
492      10.74333
492      10.74274
492      10.74138
492      10.74138
492      10.74067
492      10.7397
492      10.73917
492      10.73827
492      10.73766
492      10.73797
492      10.73705
492      10.73624
492      10.73624
492      10.73613
492      10.73536
492      10.73437
492      10.73308
492      10.73328
492      10.73212
492      10.73144
492      10.73083
492      10.73083
492      10.73083
492      10.72912
492      10.72843
492      10.72714
492      10.72686
492      10.72587
492      10.72497
492      10.72424
492      10.72337
492      10.72309
492      10.72219
492      10.72226
492      10.72205
492      10.72228
492      10.72179
492      10.72117
492      10.72058
492      10.72066
492      10.72066
492      10.72066
492      10.72066
492      10.7182
492      10.71844
492      10.71844
492      10.71856
492      10.71984
492      10.72068
492      10.72012
492      10.72123
492      10.72207
492      10.72244
492      10.72375
492      10.72375
492      10.72443
492      10.72542
492      10.72668
492      10.72668
492      10.72668
492      10.72987
492      10.73185
492      10.73343
492      10.73502
492      10.73708
492      10.73722
492      10.73824
492      10.73824
492      10.73824
492      10.74218
492      10.74374
492      10.74458
492      10.74683
492      10.74822
492      10.74927
492      10.74927
492      10.75097
492      10.75097
492      10.75424
492      10.75552
492      10.75669
492      10.75649
492      10.75886
492      10.75886
492      10.75918
492      10.75917
492      10.75927
492      10.75974
492      10.76309
492      10.76447
492      10.76562
492      10.76697
492      10.7674
492      10.76373
492      10.76518
492      10.76518
492      10.76518
492      10.76518
492      10.76559
492      10.76564
492      10.7659
492      10.76577
492      10.7698
492      10.76943
492      10.76874
492      10.76852
492      10.76933
492      10.7689
492      10.76897
492      10.76865
492      10.76865
492      10.76839
492      10.76849
492      10.768
492      10.768
492      10.76529
492      10.76544
492      10.76603
492      10.76628
492      10.7644
492      10.76486
492      10.76474
492      10.76474
492      10.76474
492      10.76459
492      10.76459
492      10.76789
492      10.7679
492      10.76769
492      10.76622
492      10.76511
492      10.76565
492      10.76565
492      10.76638
492      10.76652
492      10.76697
492      10.76743
492      10.76785
492      10.7681
492      10.77354
492      10.77525
492      10.76963
492      10.76963
492      10.77053
492      10.77094
492      10.77024
492      10.77158
492      10.77196
492      10.77208
492      10.77204
492      10.77222
492      10.77222
492      10.77157
492      10.77608
492      10.77153
492      10.77135
492      10.77122
492      10.77306
492      10.77205
492      10.76881
492      10.76881
492      10.76714
492      10.76512
492      10.76428
492      10.76145
492      10.75979
492      10.75747
492      10.75507
492      10.75358
492      10.75358
492      10.74614
492      10.74614
492      10.74163
492      10.73249
492      10.72781
492      10.72145
492      10.71722
492      10.70292
492      10.69584
492      10.68812
492      10.68018
492      10.67107
492      10.63238
492      10.63238
492      10.62192
492      10.61024
492      10.5986
492      10.5986
492      10.5986
492      10.56033
492      10.54629
492      10.53257
492      10.51876
492      10.50476
492      10.49034
492      10.46269
492      10.46269
492      10.43531
492      10.43531
492      10.40873
492      10.39574
492      10.38263
492      10.36977
492      10.35745
492      10.33428
492      10.33428
492      10.31137
492      10.30045
492      10.2897
492      10.27908
492      10.2689
492      10.24934
492      10.24109
492      10.2324
492      10.22409
492      10.22409
492      10.20807
492      10.20018
492      10.19255
492      10.18521
492      10.17788
492      10.16451
492      10.15769
492      10.15181
492      10.15181
492      10.1395
492      10.13388
492      10.12877
492      10.12375
492      10.11186
492      10.10506
492      10.10506
492      10.10506
492      10.09962
492      10.09763
492      10.09491
492      10.09074
492      10.08914
492      10.08707
492      10.08574
492      10.08386
492      10.08386
492      10.08144
492      10.07999
492      10.07883
492      10.07772
492      10.07671
492      10.07484
492      10.07385
492      10.07288
492      10.07288
492      10.07288
492      10.07032
492      10.0688
492      10.06782
492      10.06713
492      10.06616
492      10.06419
492      10.06322
492      10.06203
492      10.06203
492      10.061
492      10.05874
492      10.05731
492      10.05649
492      10.05526
492      10.05468
492      10.05131
492      10.05053
492      10.05053
492      10.04863
492      10.04752
492      10.04669
492      10.0464
492      10.04536
492      10.04481
492      10.04432
492      10.04399
492      10.04352
492      10.04342
492      10.04312
492      10.04275
492      10.04288
492      10.04273
492      10.04278
492      10.04325
492      10.04331
492      10.04331
492      10.04331
492      10.04396
492      10.04495
492      10.0458
492      10.04712
492      10.04888
492      10.05334
492      10.05645
492      10.05964
492      10.05964
492      10.06722
492      10.07111
492      10.07572
492      10.0812
492      10.08624
492      10.09873
492      10.09873
492      10.10553
492      10.10553
492      10.12858
492      10.13569
492      10.1441
492      10.1621
492      10.17159
492      10.18162
492      10.19196
492      10.19196
492      10.19196
492      10.21369
492      10.23678
492      10.23678
492      10.23678
492      10.27279
492      10.28518
492      10.3103
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.32298
492      10.30226
492      10.30573
492      10.30951
492      10.31349
492      10.31349
492      10.31766
492      10.32195
492      10.331
492      10.34056
492      10.34525
492      10.35031
492      10.35516
492      10.36037
492      10.36037
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      10.36556
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
492      11.80958
