2023-05-16T14:56:21Z
 
Index_No.     Position.x      Position.y      Position.z
1866      -0.384887      0.3057777      -1.731045
1866      -0.3851593      0.3059359      -1.732252
1866      -0.3851593      0.3059359      -1.732252
1866      -0.3858891      0.3061182      -1.734838
1866      -0.3859751      0.3059136      -1.735599
1866      -0.3863677      0.3058779      -1.736737
1866      -0.3870756      0.3058573      -1.737741
1866      -0.3881905      0.3061754      -1.73925
1866      -0.3881905      0.3061754      -1.73925
1866      -0.3893644      0.3068992      -1.740135
1866      -0.3899951      0.3069817      -1.740568
1866      -0.3913934      0.3074026      -1.741323
1866      -0.3913934      0.3074026      -1.741323
1866      -0.3921048      0.3075326      -1.741555
1866      -0.3928792      0.307637      -1.741789
1866      -0.3933884      0.3081219      -1.741892
1866      -0.3940983      0.308253      -1.741868
1866      -0.3950298      0.3089284      -1.741786
1866      -0.3954954      0.3092172      -1.741598
1866      -0.3959747      0.3094652      -1.741321
1866      -0.3964655      0.3097546      -1.741135
1866      -0.3968785      0.3099722      -1.740935
1866      -0.3973868      0.3103504      -1.740662
1866      -0.3977436      0.3105028      -1.74059
1866      -0.3981117      0.3107715      -1.740251
1866      -0.3983952      0.3107482      -1.740087
1866      -0.3986107      0.3110199      -1.739751
1866      -0.3988099      0.3110938      -1.739479
1866      -0.3992362      0.3111949      -1.738947
1866      -0.3992807      0.3111538      -1.738534
1866      -0.3992807      0.3111538      -1.738534
1866      -0.3997654      0.31092      -1.738074
1866      -0.3999087      0.3107727      -1.737791
1866      -0.4001891      0.3108305      -1.737435
1866      -0.4003516      0.3108816      -1.737073
1866      -0.4002256      0.310775      -1.73645
1866      -0.4003515      0.310725      -1.73584
1866      -0.4006338      0.3106788      -1.734852
1866      -0.4007604      0.3105875      -1.734396
1866      -0.4007604      0.3105875      -1.734396
1866      -0.4010614      0.3103814      -1.733548
1866      -0.4012133      0.3104232      -1.733149
1866      -0.4014185      0.3103754      -1.732907
1866      -0.4015394      0.3101066      -1.732803
1866      -0.401817      0.3102749      -1.732511
1866      -0.4018831      0.3102092      -1.732125
1866      -0.4022012      0.3099354      -1.731705
1866      -0.40233      0.309981      -1.731421
1866      -0.40233      0.309981      -1.731421
1866      -0.4028286      0.3096504      -1.731175
1866      -0.4029741      0.3097975      -1.730943
1866      -0.4032285      0.3096927      -1.730708
1866      -0.4033174      0.309456      -1.730507
1866      -0.4031402      0.30928      -1.73092
1866      -0.4036081      0.309827      -1.73019
1866      -0.4038674      0.3097452      -1.729977
1866      -0.4040196      0.309414      -1.730283
1866      -0.4040196      0.309414      -1.730283
1866      -0.4040196      0.309414      -1.730283
1866      -0.4051848      0.3097508      -1.729627
1866      -0.4053878      0.3101113      -1.729238
