2023-04-12T14:41:08Z
 
Index No.     Position.x      Position.y      Position.z
2212      -0.7113103      0.281267      -0.4102587
2212      -0.7119024      0.2812597      -0.4103689
2212      -0.7119024      0.2812597      -0.4103689
2212      -0.7133416      0.281458      -0.4105917
2212      -0.7140462      0.2816934      -0.4106597
2212      -0.7145983      0.2818359      -0.4108737
2212      -0.7152113      0.2823332      -0.4111395
2212      -0.7158971      0.2822779      -0.4110566
2212      -0.7158205      0.2819094      -0.4112597
2212      -0.7171765      0.2827384      -0.4115819
2212      -0.7178937      0.2829869      -0.411648
2212      -0.7182851      0.2833021      -0.4116892
2212      -0.7182851      0.2833021      -0.4116892
2212      -0.7187415      0.283358      -0.4117836
2212      -0.7192893      0.2838711      -0.4120902
2212      -0.7195587      0.2841458      -0.4122617
2212      -0.7198678      0.2842189      -0.4123949
2212      -0.7200696      0.284369      -0.4125192
2212      -0.7201843      0.2846197      -0.4127233
2212      -0.7202192      0.2847098      -0.4132222
2212      -0.7202845      0.2849332      -0.4134004
2212      -0.7202845      0.2849332      -0.4134004
2212      -0.7201269      0.2853794      -0.4138321
2212      -0.7198406      0.2855728      -0.4140937
2212      -0.7196555      0.2858436      -0.4142005
2212      -0.7197128      0.2859      -0.4143986
2212      -0.7197128      0.2859      -0.4143986
2212      -0.7189984      0.2863618      -0.414821
2212      -0.7189984      0.2863618      -0.414821
2212      -0.7179537      0.2865674      -0.4153976
2212      -0.7179537      0.2865674      -0.4153976
2212      -0.7173324      0.2872736      -0.4156402
2212      -0.7170127      0.2875479      -0.4158092
2212      -0.7164606      0.287606      -0.4158845
2212      -0.7159458      0.2877231      -0.4159832
2212      -0.7154688      0.2879255      -0.4162017
2212      -0.7151024      0.288361      -0.4165137
2212      -0.7141513      0.2889347      -0.4170338
2212      -0.7141513      0.2889347      -0.4170338
2212      -0.7137501      0.2890102      -0.4171027
2212      -0.7137501      0.2890102      -0.4171027
2212      -0.7121583      0.2894401      -0.4176147
2212      -0.7116396      0.2897852      -0.4177766
2212      -0.7112494      0.2898372      -0.4178907
2212      -0.71073      0.2899593      -0.4180586
2212      -0.7101579      0.2902092      -0.4182808
2212      -0.7096714      0.2901089      -0.4181886
2212      -0.7092686      0.2903901      -0.4184244
2212      -0.7086158      0.2905776      -0.4186822
2212      -0.7086158      0.2905776      -0.4186822
2212      -0.7070612      0.2908715      -0.4189875
2212      -0.7064617      0.2910392      -0.4190822
2212      -0.7058449      0.2912035      -0.4192599
2212      -0.7052932      0.2912502      -0.4193064
2212      -0.704167      0.2915029      -0.4194617
2212      -0.7035992      0.2915729      -0.4194146
2212      -0.7035992      0.2915729      -0.4194146
2212      -0.7030872      0.2920987      -0.4195827
2212      -0.7030872      0.2920987      -0.4195827
2212      -0.7015595      0.2924019      -0.4195303
2212      -0.7010882      0.2924619      -0.4194645
2212      -0.7006215      0.2925888      -0.419639
2212      -0.7001801      0.2927174      -0.4196386
2212      -0.6995321      0.2928041      -0.4197423
2212      -0.6988063      0.2929129      -0.4197535
2212      -0.6984025      0.2929363      -0.4198314
2212      -0.6979526      0.2930215      -0.4199504
2212      -0.6979526      0.2930215      -0.4199504
2212      -0.6972235      0.2929746      -0.4199877
2212      -0.6968636      0.2930116      -0.4201162
2212      -0.6963734      0.2933536      -0.4204514
2212      -0.6962041      0.2933519      -0.4203988
2212      -0.695816      0.2931855      -0.420359
2212      -0.695398      0.2931779      -0.4205387
2212      -0.6949053      0.2931668      -0.4208398
2212      -0.6945445      0.2933696      -0.4210193
2212      -0.6945445      0.2933696      -0.4210193
2212      -0.6939303      0.2932833      -0.4211864
2212      -0.6936812      0.2932269      -0.421177
2212      -0.6934125      0.2935173      -0.4214866
2212      -0.692965      0.2932814      -0.4215059
2212      -0.6929615      0.2936466      -0.4215687
2212      -0.692513      0.2936518      -0.4217255
2212      -0.692248      0.2936727      -0.4217415
2212      -0.6920236      0.2938275      -0.4218355
2212      -0.6918946      0.2940674      -0.4220649
2212      -0.6917503      0.2940399      -0.4220623
2212      -0.6915901      0.2941006      -0.4221033
2212      -0.6912149      0.2941982      -0.4221907
2212      -0.6910535      0.2943707      -0.422316
2212      -0.6908795      0.2944722      -0.4224047
2212      -0.6907331      0.294452      -0.4224154
2212      -0.6905933      0.2945255      -0.4224864
2212      -0.6903263      0.2945753      -0.422453
2212      -0.690193      0.2945496      -0.4224593
2212      -0.690193      0.2945496      -0.4224593
2212      -0.6898845      0.2945628      -0.4224098
2212      -0.6897774      0.2944938      -0.4222733
2212      -0.6896251      0.2945845      -0.422381
2212      -0.689383      0.2946984      -0.4223109
2212      -0.6892774      0.2947018      -0.4222603
2212      -0.6891688      0.2947561      -0.4222553
2212      -0.6891688      0.2947561      -0.4222553
2212      -0.6890604      0.2947656      -0.4222234
2212      -0.6887385      0.2949401      -0.4223604
2212      -0.6884657      0.2948337      -0.4222517
2212      -0.6884657      0.2948337      -0.4222517
2212      -0.6880334      0.2949432      -0.4222643
2212      -0.6877519      0.2950127      -0.4221776
2212      -0.6874798      0.2951884      -0.4221091
2212      -0.6872024      0.2954633      -0.4221965
2212      -0.6869155      0.2956651      -0.422083
2212      -0.6864841      0.295905      -0.4220444
2212      -0.6864841      0.295905      -0.4220444
2212      -0.6856011      0.2965344      -0.4219415
2212      -0.6851366      0.2965593      -0.4216079
2212      -0.6840834      0.2972215      -0.4214845
2212      -0.6834595      0.2973857      -0.4212561
2212      -0.682655      0.2976824      -0.4210638
2212      -0.6818346      0.2979309      -0.4209681
2212      -0.6808455      0.2981517      -0.4208302
2212      -0.6799124      0.2984404      -0.4207939
2212      -0.6786554      0.2986116      -0.4206649
2212      -0.6773404      0.2989385      -0.4207644
2212      -0.6758695      0.2992671      -0.420684
2212      -0.6726082      0.3000437      -0.4209524
2212      -0.6708751      0.3002498      -0.4209061
2212      -0.6689769      0.3008182      -0.4211251
2212      -0.6670198      0.3013581      -0.4212575
2212      -0.6649265      0.3018982      -0.4214593
2212      -0.6625891      0.3024326      -0.4216531
2212      -0.6604661      0.3032451      -0.4218827
2212      -0.6604661      0.3032451      -0.4218827
2212      -0.6604661      0.3032451      -0.4218827
2212      -0.653199      0.3061657      -0.4228309
2212      -0.6506199      0.307286      -0.4231695
2212      -0.6479321      0.308446      -0.4234408
2212      -0.6453316      0.3099228      -0.4238013
2212      -0.6397693      0.3129527      -0.4244903
2212      -0.6370313      0.3145188      -0.4247934
2212      -0.6341382      0.3161789      -0.4251381
2212      -0.6341382      0.3161789      -0.4251381
2212      -0.6282746      0.3197334      -0.4258129
2212      -0.6223727      0.3232313      -0.4262453
2212      -0.616287      0.3269376      -0.4270375
2212      -0.616287      0.3269376      -0.4270375
2212      -0.6131775      0.3287524      -0.4275036
2212      -0.6070042      0.3322659      -0.4284762
2212      -0.6038315      0.3335611      -0.4288986
2212      -0.6007723      0.3351637      -0.4296591
2212      -0.5946807      0.3378353      -0.4312317
2212      -0.5917932      0.3392266      -0.4320915
2212      -0.588921      0.340213      -0.4330747
2212      -0.5861421      0.3412222      -0.434121
2212      -0.5834872      0.3418649      -0.4352095
2212      -0.5781406      0.3430895      -0.4377282
2212      -0.5755517      0.3434801      -0.4389699
2212      -0.5755517      0.3434801      -0.4389699
2212      -0.5755517      0.3434801      -0.4389699
2212      -0.5676934      0.3440103      -0.4425435
2212      -0.5652149      0.3440838      -0.4434849
2212      -0.5627393      0.3441159      -0.444219
2212      -0.560436      0.3439599      -0.4447201
2212      -0.5582618      0.3438446      -0.444968
2212      -0.5560427      0.3435203      -0.445084
2212      -0.5517209      0.3427194      -0.4449084
2212      -0.5496035      0.3420902      -0.444617
2212      -0.5496035      0.3420902      -0.444617
2212      -0.54543      0.339983      -0.4438869
2212      -0.5435088      0.3386382      -0.4434899
2212      -0.5415801      0.3369765      -0.4430863
2212      -0.5398763      0.3350989      -0.4426831
2212      -0.5383086      0.3329616      -0.4423306
2212      -0.5358313      0.3283673      -0.4418304
2212      -0.5348042      0.3260332      -0.4417524
2212      -0.5337763      0.3235654      -0.4417055
2212      -0.5328759      0.3211218      -0.4416924
2212      -0.5321468      0.3188321      -0.4416593
2212      -0.5315045      0.3164215      -0.4414983
2212      -0.5309076      0.3142379      -0.441219
2212      -0.5303741      0.3124292      -0.4410006
2212      -0.5297886      0.3106221      -0.4406993
2212      -0.5289533      0.307548      -0.4403392
2212      -0.528588      0.3058949      -0.439983
2212      -0.5282853      0.3045104      -0.4396328
2212      -0.5279824      0.3030718      -0.4393538
2212      -0.5276915      0.3020726      -0.4391998
2212      -0.5274497      0.3011574      -0.4392467
2212      -0.5272765      0.3003981      -0.4394878
2212      -0.5271124      0.2996766      -0.439939
2212      -0.5271323      0.2991179      -0.4405459
2212      -0.5271826      0.2985855      -0.4413172
2212      -0.5273727      0.2974799      -0.4429179
2212      -0.5275996      0.2971388      -0.4438409
2212      -0.5275996      0.2971388      -0.4438409
2212      -0.5283349      0.2971079      -0.446097
2212      -0.5286671      0.297122      -0.4470644
2212      -0.5289313      0.2972589      -0.4478025
2212      -0.5291455      0.2972893      -0.4485158
2212      -0.5293704      0.2974472      -0.4501735
2212      -0.5294669      0.2972736      -0.4511021
2212      -0.5295722      0.2971066      -0.4520242
2212      -0.529811      0.29668      -0.452971
2212      -0.5300025      0.2962372      -0.4538007
2212      -0.5300025      0.2962372      -0.4538007
2212      -0.5304495      0.2954205      -0.4551647
2212      -0.5305769      0.2951188      -0.4556841
2212      -0.5305612      0.2946579      -0.4561725
2212      -0.5306172      0.2945519      -0.456734
2212      -0.5305415      0.2936917      -0.4575492
2212      -0.5305595      0.2933851      -0.4578746
2212      -0.5305891      0.2929981      -0.458065
2212      -0.5305126      0.2927234      -0.458326
2212      -0.5305126      0.2927234      -0.458326
2212      -0.5303085      0.2918276      -0.4585277
2212      -0.530188      0.2916005      -0.4584658
2212      -0.5300767      0.2913442      -0.4584361
2212      -0.52996      0.2911375      -0.4584298
2212      -0.5296245      0.2908784      -0.4584804
2212      -0.5293738      0.2908763      -0.4586124
2212      -0.5293312      0.2906457      -0.4586627
2212      -0.5291548      0.2906613      -0.4588359
2212      -0.5291151      0.2906377      -0.4588439
2212      -0.5287877      0.2909542      -0.4593574
2212      -0.5286223      0.2912667      -0.4597465
2212      -0.528809      0.292719      -0.4610212
2212      -0.5289084      0.2936577      -0.4617798
2212      -0.529084      0.2947695      -0.4627217
2212      -0.5291348      0.2958141      -0.4636195
2212      -0.5293628      0.2974528      -0.46463
2212      -0.529336      0.2976489      -0.4648243
2212      -0.5295073      0.299388      -0.4659235
2212      -0.5298138      0.3029009      -0.4680091
2212      -0.5299578      0.3052143      -0.4693252
2212      -0.5302318      0.3075122      -0.4705864
2212      -0.5307029      0.3123596      -0.4727751
2212      -0.530871      0.3154348      -0.4740443
2212      -0.5312048      0.3187639      -0.475383
2212      -0.5313988      0.3222173      -0.4765053
2212      -0.5316369      0.3261152      -0.4778204
2212      -0.5318635      0.3301923      -0.4789348
2212      -0.531904      0.3312931      -0.4795137
2212      -0.5325263      0.3393066      -0.4811361
2212      -0.532952      0.3441873      -0.4819928
2212      -0.5332299      0.3495543      -0.4828175
2212      -0.5336461      0.3548276      -0.4836335
2212      -0.5343747      0.364175      -0.4847915
2212      -0.5346876      0.3695774      -0.4858686
2212      -0.5352727      0.3750133      -0.4872416
2212      -0.5357929      0.3800596      -0.4887859
2212      -0.5363135      0.3849411      -0.4908472
2212      -0.5370865      0.3890274      -0.4931592
2212      -0.5377544      0.3929206      -0.4958711
2212      -0.5383869      0.3962076      -0.4990083
2212      -0.5395666      0.3987677      -0.5056732
2212      -0.5403407      0.4004114      -0.5103458
2212      -0.5411305      0.4012004      -0.5154604
2212      -0.5422188      0.401386      -0.5211101
2212      -0.5434726      0.4008859      -0.5271142
2212      -0.5449345      0.3997693      -0.5333493
2212      -0.5467052      0.3978913      -0.5397299
2212      -0.5486761      0.395791      -0.5464005
2212      -0.5507312      0.3934301      -0.5532067
2212      -0.554494      0.3866689      -0.5649171
2212      -0.5568582      0.3842812      -0.5721515
2212      -0.5595311      0.3816318      -0.5790976
2212      -0.5623369      0.3794045      -0.5858942
2212      -0.56543      0.3772168      -0.5923672
2212      -0.5663573      0.3781339      -0.5953767
2212      -0.5717118      0.3738146      -0.604335
2212      -0.5766822      0.371085      -0.6122918
2212      -0.579549      0.3702501      -0.6175804
2212      -0.5823073      0.3700361      -0.6228033
2212      -0.5836229      0.3705827      -0.6262561
2212      -0.5862226      0.37024      -0.6312873
2212      -0.5899029      0.3697831      -0.6377296
2212      -0.5923991      0.3697204      -0.6427062
2212      -0.5938783      0.3701838      -0.6463383
2212      -0.5974053      0.3697841      -0.6525691
2212      -0.6006984      0.3696448      -0.6586177
2212      -0.6028829      0.3699449      -0.6633749
2212      -0.6051793      0.3702646      -0.667987
2212      -0.6072184      0.370747      -0.6725115
2212      -0.6092004      0.3712072      -0.676937
2212      -0.6111136      0.3718123      -0.681375
2212      -0.6129755      0.3724368      -0.6857764
2212      -0.6147104      0.3730425      -0.6901169
2212      -0.6163909      0.3734665      -0.6940329
2212      -0.6180568      0.3741219      -0.6986057
2212      -0.6196632      0.3746727      -0.7028919
2212      -0.621191      0.3751659      -0.7074969
2212      -0.6228169      0.3754977      -0.7117962
2212      -0.6244883      0.3759343      -0.715781
2212      -0.6261541      0.3762063      -0.7201198
2212      -0.6278514      0.3758772      -0.7249483
2212      -0.6295571      0.3758093      -0.7294161
2212      -0.6312237      0.3761964      -0.7334446
2212      -0.6327831      0.3749934      -0.7384434
2212      -0.6343248      0.3745134      -0.7430212
2212      -0.6358727      0.3739365      -0.7476819
2212      -0.6370232      0.3720505      -0.752708
2212      -0.6383803      0.371146      -0.7573444
2212      -0.6395606      0.3699681      -0.7618983
2212      -0.6407009      0.3687173      -0.7664719
2212      -0.6417137      0.3674331      -0.7709188
2212      -0.6432768      0.3674612      -0.7750674
2212      -0.6435868      0.3649063      -0.7798328
2212      -0.6443277      0.3636124      -0.7842954
2212      -0.6444221      0.3607361      -0.7887812
2212      -0.6452113      0.3591704      -0.7932317
2212      -0.6460101      0.357655      -0.7977484
2212      -0.6468573      0.3557602      -0.8023639
2212      -0.6478192      0.3537574      -0.8069171
2212      -0.6488668      0.3518618      -0.811525
2212      -0.6499254      0.3499965      -0.8160931
2212      -0.6511436      0.3480121      -0.8207566
2212      -0.652452      0.3457567      -0.8253899
2212      -0.6537086      0.3423342      -0.8303941
2212      -0.6550305      0.3403232      -0.8351303
2212      -0.6563268      0.3383138      -0.8398975
2212      -0.6576732      0.3363568      -0.8446813
2212      -0.659023      0.3344781      -0.849484
2212      -0.6603059      0.3326264      -0.8543037
2212      -0.6616459      0.3310442      -0.8592042
2212      -0.6627834      0.3293741      -0.8640786
2212      -0.6640396      0.3278542      -0.8689812
2212      -0.6651115      0.3262763      -0.8739637
2212      -0.6662948      0.3247364      -0.8795811
2212      -0.6674652      0.3234276      -0.8846763
2212      -0.6686583      0.3222524      -0.8897701
2212      -0.6698403      0.3212527      -0.8949865
2212      -0.6710402      0.3199645      -0.9002161
2212      -0.6722462      0.3188346      -0.9055681
2212      -0.6735241      0.3178222      -0.9101199
2212      -0.6744952      0.3165879      -0.9172169
2212      -0.6758112      0.3157413      -0.9227805
2212      -0.6770963      0.3147674      -0.9283947
2212      -0.6783668      0.3137519      -0.9330764
2212      -0.6796183      0.3127919      -0.9387029
2212      -0.6808978      0.3119213      -0.9443233
2212      -0.6822008      0.3115378      -0.9508249
2212      -0.683561      0.3107256      -0.9563595
2212      -0.6848329      0.3097451      -0.9611827
2212      -0.686086      0.3096347      -0.9673907
2212      -0.6871304      0.3096755      -0.9733971
2212      -0.6882368      0.3092256      -0.9787712
2212      -0.6894902      0.3083239      -0.9836953
2212      -0.6903992      0.308762      -0.9894315
2212      -0.6914575      0.308405      -0.9945246
2212      -0.6923912      0.3082063      -0.9995586
2212      -0.6932693      0.3080217      -1.004521
2212      -0.6944731      0.3072242      -1.009482
2212      -0.6948205      0.3077169      -1.014395
2212      -0.6949842      0.3080832      -1.019071
2212      -0.6955652      0.3079336      -1.023742
2212      -0.6961204      0.3077475      -1.02827
2212      -0.6966719      0.3075898      -1.032673
2212      -0.697153      0.3074377      -1.03699
2212      -0.6975635      0.3072572      -1.041261
2212      -0.6980423      0.3067406      -1.045299
2212      -0.6984396      0.3062906      -1.049358
2212      -0.6982353      0.3058729      -1.052504
2212      -0.6985619      0.3050656      -1.056303
2212      -0.6989439      0.304366      -1.06005
2212      -0.6994237      0.3036854      -1.063794
2212      -0.6996376      0.3028252      -1.067371
2212      -0.7000325      0.3018576      -1.070986
2212      -0.7001071      0.3006405      -1.074438
2212      -0.7004913      0.2998536      -1.078199
2212      -0.7006465      0.2986987      -1.081886
2212      -0.7014303      0.29803      -1.086423
2212      -0.7008638      0.296531      -1.08921
2212      -0.700671      0.2954458      -1.092058
2212      -0.7008157      0.2945219      -1.095638
2212      -0.7012095      0.2936485      -1.099113
2212      -0.7015504      0.2930126      -1.102571
2212      -0.7017716      0.2922004      -1.105957
2212      -0.7021526      0.2916772      -1.10929
2212      -0.7025431      0.2912286      -1.112538
2212      -0.7031739      0.2905307      -1.116793
2212      -0.7031718      0.2910165      -1.117718
2212      -0.7037153      0.2907487      -1.12051
2212      -0.7041253      0.2905284      -1.123265
2212      -0.7044754      0.2905103      -1.125942
2212      -0.7048007      0.2905369      -1.128648
2212      -0.7050667      0.2905206      -1.131197
2212      -0.7052275      0.290407      -1.133801
2212      -0.7054712      0.2904273      -1.136558
2212      -0.7060109      0.2898962      -1.140423
2212      -0.705911      0.2899483      -1.141585
2212      -0.7064011      0.2894934      -1.144713
2212      -0.7068254      0.2890808      -1.147991
2212      -0.7073334      0.2885742      -1.151731
2212      -0.70779      0.2877865      -1.154172
2212      -0.7082556      0.2872443      -1.157335
2212      -0.7086388      0.2866737      -1.160474
2212      -0.7090114      0.2860737      -1.163658
2212      -0.7093976      0.2855693      -1.166837
2212      -0.7095913      0.285079      -1.16958
2212      -0.7098889      0.2845502      -1.17268
2212      -0.7101233      0.2840118      -1.175697
2212      -0.7103571      0.2835767      -1.178668
2212      -0.7104779      0.2831387      -1.18152
2212      -0.7105205      0.2827793      -1.184338
2212      -0.7104794      0.2824651      -1.187113
2212      -0.7103058      0.2823429      -1.189841
2212      -0.7100499      0.2817512      -1.192236
2212      -0.7089819      0.281858      -1.193241
2212      -0.7086186      0.2817841      -1.194944
2212      -0.7082537      0.2814091      -1.196254
2212      -0.7059343      0.2813511      -1.189249
2212      -0.7052705      0.2809983      -1.186715
2212      -0.7045203      0.280514      -1.184487
2212      -0.7026712      0.2789902      -1.180857
2212      -0.7012541      0.278079      -1.177898
2212      -0.7007539      0.2778401      -1.176593
2212      -0.700483      0.2773937      -1.175126
2212      -0.7002082      0.2771094      -1.17363
2212      -0.7001723      0.2765591      -1.171968
2212      -0.6997309      0.2762932      -1.170535
2212      -0.6996161      0.2766173      -1.169265
2212      -0.6993428      0.2764006      -1.167848
2212      -0.6993428      0.2764006      -1.167848
2212      -0.6990066      0.2766645      -1.166712
2212      -0.698215      0.276723      -1.164901
2212      -0.698215      0.276723      -1.164901
2212      -0.697875      0.276567      -1.164087
2212      -0.6974418      0.2761728      -1.162598
2212      -0.6972884      0.2760481      -1.161845
2212      -0.6970106      0.276083      -1.161212
2212      -0.6968427      0.2758455      -1.160444
2212      -0.6965295      0.2756611      -1.159629
2212      -0.6960804      0.2755654      -1.158251
2212      -0.6957788      0.2755543      -1.157894
2212      -0.6955924      0.2753764      -1.157304
2212      -0.6953506      0.2752731      -1.157011
2212      -0.6952449      0.2749915      -1.156757
2212      -0.6953094      0.2745218      -1.15651
2212      -0.6954842      0.2740177      -1.156484
2212      -0.6955913      0.2736783      -1.156513
2212      -0.6955913      0.2736783      -1.156513
2212      -0.6958799      0.27298      -1.156669
2212      -0.6959726      0.272824      -1.156887
2212      -0.6961153      0.2724895      -1.156975
2212      -0.6962161      0.2722999      -1.157072
2212      -0.6963217      0.2721382      -1.15721
2212      -0.6964065      0.2719329      -1.157279
2212      -0.6964989      0.271911      -1.157512
2212      -0.6966913      0.2716395      -1.157658
2212      -0.6966913      0.2716395      -1.157658
2212      -0.6970648      0.2713285      -1.158366
2212      -0.6972591      0.2714177      -1.158758
2212      -0.6972966      0.2713671      -1.159133
2212      -0.6974303      0.2712288      -1.159868
2212      -0.6974136      0.2711913      -1.160205
2212      -0.6974108      0.2712448      -1.160561
2212      -0.6973969      0.271325      -1.160843
2212      -0.6974112      0.2713112      -1.161026
2212      -0.6974112      0.2713112      -1.161026
2212      -0.6972817      0.2716481      -1.162026
2212      -0.6972655      0.2717637      -1.162393
2212      -0.697225      0.2717919      -1.162743
2212      -0.6972764      0.2717581      -1.163098
2212      -0.6971771      0.2718656      -1.163499
2212      -0.6971177      0.2715997      -1.164215
2212      -0.6971177      0.2715997      -1.164215
2212      -0.6969212      0.2716463      -1.164878
2212      -0.6969212      0.2716463      -1.164878
2212      -0.6968814      0.2715426      -1.165111
2212      -0.6967449      0.2716356      -1.165472
2212      -0.69643      0.2714172      -1.166041
2212      -0.6962684      0.2713952      -1.166312
2212      -0.6961179      0.2713431      -1.166578
2212      -0.6958683      0.2711281      -1.16695
2212      -0.695654      0.2711919      -1.167178
2212      -0.6954296      0.2710042      -1.167464
2212      -0.6954296      0.2710042      -1.167464
2212      -0.6950665      0.2710024      -1.167968
2212      -0.6949245      0.270942      -1.168295
2212      -0.6948214      0.2708417      -1.168606
2212      -0.6946487      0.2708952      -1.168892
2212      -0.6944612      0.2704437      -1.169589
2212      -0.6944612      0.2704437      -1.169589
2212      -0.6942387      0.270257      -1.169927
2212      -0.6941807      0.2702485      -1.170328
2212      -0.6941807      0.2702485      -1.170328
2212      -0.6938198      0.2700396      -1.171559
2212      -0.6936511      0.2699874      -1.172076
2212      -0.6936011      0.2699024      -1.172594
2212      -0.6935475      0.269871      -1.173177
2212      -0.6934443      0.2698315      -1.173706
2212      -0.6933846      0.2699085      -1.174342
2212      -0.6932687      0.269931      -1.175514
2212      -0.6932732      0.269998      -1.176135
2212      -0.6932732      0.269998      -1.176135
2212      -0.6932732      0.269998      -1.176135
2212      -0.6931086      0.2702169      -1.177409
2212      -0.6928952      0.2705648      -1.178798
2212      -0.6928333      0.2708021      -1.179528
2212      -0.6927483      0.2710185      -1.180313
2212      -0.6925935      0.2712095      -1.181003
2212      -0.6925982      0.2714366      -1.181818
2212      -0.6925095      0.2719901      -1.18344
2212      -0.6923399      0.2721182      -1.184183
2212      -0.6923399      0.2721182      -1.184183
2212      -0.6921159      0.2725043      -1.185548
2212      -0.6920247      0.2727662      -1.18628
2212      -0.6919127      0.2731248      -1.187082
2212      -0.6917896      0.2733352      -1.187775
2212      -0.6914852      0.2736035      -1.189212
2212      -0.6914581      0.2738395      -1.189991
2212      -0.6913159      0.2738379      -1.190695
2212      -0.6910815      0.2738606      -1.191483
2212      -0.6910815      0.2738606      -1.191483
2212      -0.6909847      0.273956      -1.192915
2212      -0.6909165      0.2740443      -1.193762
2212      -0.6907372      0.2739193      -1.194528
2212      -0.6906868      0.2740478      -1.195403
2212      -0.6905855      0.2740357      -1.196318
2212      -0.6904927      0.2741034      -1.197256
2212      -0.6903967      0.2742658      -1.198267
2212      -0.690354      0.2741555      -1.199304
2212      -0.6903132      0.2741764      -1.200397
2212      -0.6903305      0.2743504      -1.202701
2212      -0.6903183      0.27436      -1.203882
2212      -0.6904085      0.2744879      -1.205
2212      -0.6905533      0.2746251      -1.206263
2212      -0.6906359      0.2747107      -1.207408
2212      -0.6909889      0.2749495      -1.209797
2212      -0.6912096      0.2751822      -1.211069
2212      -0.6913371      0.2751307      -1.212274
2212      -0.6913371      0.2751307      -1.212274
2212      -0.6918434      0.2753878      -1.21477
2212      -0.6921917      0.2756052      -1.216098
2212      -0.6924189      0.2755443      -1.217431
2212      -0.6927502      0.2756435      -1.218768
2212      -0.6930053      0.2756137      -1.220164
2212      -0.693289      0.2755685      -1.221656
2212      -0.6936466      0.275374      -1.224856
2212      -0.6937549      0.2752524      -1.226601
2212      -0.6938512      0.2752044      -1.228377
2212      -0.6938512      0.2752044      -1.228377
2212      -0.6940552      0.2751187      -1.232284
2212      -0.6942971      0.2748572      -1.234266
2212      -0.6946326      0.2747351      -1.236379
2212      -0.6950405      0.2746211      -1.238511
2212      -0.695511      0.2744004      -1.240708
2212      -0.6965697      0.2738378      -1.245175
2212      -0.6970199      0.2734923      -1.247519
2212      -0.6976311      0.2731551      -1.249797
2212      -0.6976311      0.2731551      -1.249797
2212      -0.6986104      0.2724113      -1.254463
2212      -0.6990567      0.2720585      -1.256776
2212      -0.6994282      0.271646      -1.259055
2212      -0.7000026      0.2710358      -1.263666
2212      -0.7003112      0.2705304      -1.265828
2212      -0.7005177      0.2700697      -1.26808
2212      -0.7007123      0.2697128      -1.270269
2212      -0.7009019      0.2693328      -1.272529
2212      -0.7009019      0.2693328      -1.272529
2212      -0.7011615      0.2683843      -1.277004
2212      -0.7012739      0.2679222      -1.279324
2212      -0.7013023      0.2675005      -1.28155
2212      -0.7014036      0.2667755      -1.285995
2212      -0.7014036      0.2667755      -1.285995
2212      -0.7015686      0.2660387      -1.29012
2212      -0.701712      0.2657144      -1.29215
2212      -0.7019136      0.265287      -1.294053
2212      -0.7019136      0.265287      -1.294053
2212      -0.7023333      0.264398      -1.297861
2212      -0.7025518      0.2638819      -1.299731
2212      -0.7027847      0.2634542      -1.301582
2212      -0.7032588      0.2624965      -1.305188
2212      -0.7032588      0.2624965      -1.305188
2212      -0.7034264      0.2620016      -1.306953
2212      -0.7040887      0.2609081      -1.310171
2212      -0.7043993      0.2604631      -1.311625
2212      -0.7047321      0.2599608      -1.313101
2212      -0.70498      0.2594433      -1.314473
2212      -0.7053069      0.2589636      -1.31582
2212      -0.7056069      0.2585212      -1.317108
2212      -0.7063165      0.2576821      -1.319632
2212      -0.7063165      0.2576821      -1.319632
2212      -0.7067072      0.2571878      -1.320892
2212      -0.7070185      0.2566777      -1.322034
2212      -0.7074345      0.2562369      -1.323233
2212      -0.707804      0.2557193      -1.324348
2212      -0.707804      0.2557193      -1.324348
2212      -0.7091392      0.2542738      -1.327481
2212      -0.7095823      0.2537327      -1.32839
2212      -0.7100766      0.2532545      -1.329237
2212      -0.7105346      0.2528214      -1.33005
2212      -0.7109252      0.252436      -1.330766
2212      -0.7115746      0.2517175      -1.331987
2212      -0.7118642      0.2514133      -1.332495
2212      -0.7120686      0.2512239      -1.332914
2212      -0.7120686      0.2512239      -1.332914
2212      -0.712427      0.2509256      -1.333514
2212      -0.7125758      0.2509252      -1.333744
2212      -0.7126961      0.2509744      -1.333913
2212      -0.7127169      0.2510574      -1.334044
2212      -0.7128298      0.2509252      -1.334126
2212      -0.7129246      0.2510912      -1.334217
2212      -0.7129519      0.2512046      -1.334232
2212      -0.7129717      0.251321      -1.334238
2212      -0.7129717      0.251321      -1.334238
2212      -0.7129613      0.2515263      -1.334198
2212      -0.7129325      0.2516267      -1.334179
2212      -0.7129209      0.251781      -1.334153
2212      -0.7128975      0.2518822      -1.334152
2212      -0.7128768      0.251972      -1.334168
2212      -0.7128565      0.2521032      -1.334251
2212      -0.7128351      0.2520936      -1.334323
925      -0.4995024      0.3005964      -0.6625217
925      -0.4996101      0.3006978      -0.6624194
925      -0.4997175      0.300891      -0.6622901
925      -0.4997645      0.3010383      -0.6621549
925      -0.4998471      0.3013167      -0.6617911
925      -0.4998471      0.3013167      -0.6617911
925      -0.4998295      0.3014936      -0.6613289
925      -0.4998407      0.3015946      -0.6610985
925      -0.4998955      0.3017125      -0.6608803
925      -0.4999481      0.3018427      -0.660659
925      -0.4999698      0.3019177      -0.660444
925      -0.4998999      0.3019163      -0.6602113
925      -0.4998741      0.3019649      -0.6600056
