2023-08-14T10:56:59Z
 
Index_No. VRHandPos.x VRHandPos.y VRHandPos.z HandPos.x HandPos.y HandPos.z ElbowPos.x ElbowPos.y ElbowPos.z ShoulderPos.x ShoulderPos.y ShoulderPos.z Time_Stamp Distance
3134 1.504659 3.208561 -4.70467 -0.7346449 0.4254681 1.200333 -0.8296121 0.3018487 1.399366 -0.7772018 0.5473169 1.504442 593.1292 4.656309
3134 1.504659 3.208561 -4.70467 -0.7337078 0.4279513 1.19997 -0.8296121 0.3018487 1.399366 -0.7772018 0.5473169 1.504442 593.143 4.656309
3134 1.504659 3.208561 -4.70467 -0.7323578 0.4314667 1.19987 -0.8286389 0.3028655 1.397334 -0.7769796 0.5474786 1.50475 593.1544 4.656309
3134 1.504659 3.208561 -4.70467 -0.7323578 0.4314667 1.19987 -0.827315 0.3041908 1.394568 -0.7764587 0.5479089 1.504375 593.1789 4.656309
3134 1.504659 3.208561 -4.70467 -0.7316332 0.4323373 1.200461 -0.827315 0.3041908 1.394568 -0.7764587 0.5479089 1.504375 593.1905 4.656309
3134 1.504659 3.208561 -4.70467 -0.73079 0.4325181 1.201612 -0.827235 0.3045153 1.393943 -0.7761755 0.5480928 1.503968 593.1987 4.656309
3134 1.504659 3.208561 -4.70467 -0.73079 0.4325181 1.201612 -0.827642 0.3045785 1.393889 -0.7759034 0.548236 1.503418 593.2069 4.656309
3134 1.504659 3.208561 -4.70467 -0.7300161 0.4319131 1.203369 -0.827642 0.3045785 1.393889 -0.7759034 0.548236 1.503418 593.2159 4.656309
3134 1.504659 3.208561 -4.70467 -0.7300161 0.4319131 1.203369 -0.8285939 0.3042928 1.394469 -0.7756864 0.548264 1.502733 593.2266 4.656309
3134 1.504659 3.208561 -4.70467 -0.7293634 0.4305018 1.205657 -0.8285939 0.3042928 1.394469 -0.7756864 0.548264 1.502733 593.2375 4.656309
3134 1.504659 3.208561 -4.70467 -0.7293634 0.4305018 1.205657 -0.8300096 0.3036571 1.395661 -0.7755274 0.5481523 1.501945 593.257 4.656309
3134 1.504659 3.208561 -4.70467 -0.7289516 0.428364 1.208584 -0.8300096 0.3036571 1.395661 -0.7755274 0.5481523 1.501945 593.2796 4.656309
3134 1.504659 3.208561 -4.70467 -0.7287096 0.42563 1.212228 -0.8318453 0.3026509 1.39757 -0.7754623 0.5478868 1.50112 593.2889 4.656309
3134 1.504659 3.208561 -4.70467 -0.7287781 0.4221427 1.216577 -0.8340179 0.3012704 1.400162 -0.7754593 0.5474481 1.500211 593.3004 4.656309
3134 1.504659 3.208561 -4.70467 -0.7292756 0.4177245 1.221477 -0.8365169 0.2994506 1.403549 -0.7755752 0.5468163 1.499146 593.3093 4.656309
3134 1.504659 3.208561 -4.70467 -0.7292756 0.4177245 1.221477 -0.8392777 0.2972409 1.40777 -0.7758 0.5460289 1.497867 593.3175 4.656309
3134 1.504659 3.208561 -4.70467 -0.7292756 0.4177245 1.221477 -0.8392777 0.2972409 1.40777 -0.7758 0.5460289 1.497867 593.3265 4.656309
3134 1.504659 3.208561 -4.70467 -0.7303268 0.4123576 1.226818 -0.8392777 0.2972409 1.40777 -0.7758 0.5460289 1.497867 593.3374 4.656309
3134 1.504659 3.208561 -4.70467 -0.7303268 0.4123576 1.226818 -0.8422543 0.2946761 1.412842 -0.7761918 0.5450482 1.49646 593.3491 4.656309
3134 1.504659 3.208561 -4.70467 -0.7320827 0.4060085 1.232184 -0.8422543 0.2946761 1.412842 -0.7761918 0.5450482 1.49646 593.3604 4.656309
3134 1.504659 3.208561 -4.70467 -0.7320827 0.4060085 1.232184 -0.8452356 0.2919205 1.418739 -0.7766568 0.5439592 1.495001 593.3784 4.656309
3134 1.504659 3.208561 -4.70467 -0.7384261 0.3904002 1.243058 -0.8452356 0.2919205 1.418739 -0.7766568 0.5439592 1.495001 593.4147 4.799606
3134 1.504659 3.208561 -4.70467 -0.7384261 0.3904002 1.243058 -0.8497897 0.2861306 1.433913 -0.77729 0.5421506 1.490834 593.4268 4.799606
3134 1.504659 3.208561 -4.70467 -0.7423632 0.3693898 1.250889 -0.8497897 0.2861306 1.433913 -0.77729 0.5421506 1.490834 593.4393 4.799606
3134 1.504659 3.208561 -4.70467 -0.7423632 0.3693898 1.250889 -0.8537433 0.2816307 1.448933 -0.7793706 0.5399518 1.491139 593.4488 4.799606
3134 1.504659 3.208561 -4.70467 -0.743465 0.3585547 1.255049 -0.8537433 0.2816307 1.448933 -0.7793706 0.5399518 1.491139 593.4603 4.799606
3134 1.504659 3.208561 -4.70467 -0.743465 0.3585547 1.255049 -0.8555701 0.2796119 1.456241 -0.780368 0.5387527 1.491356 593.4863 4.799606
3134 1.504659 3.208561 -4.70467 -0.7440257 0.3481597 1.259376 -0.8555701 0.2796119 1.456241 -0.780368 0.5387527 1.491356 593.4977 4.799606
3134 1.504659 3.208561 -4.70467 -0.7441428 0.3383116 1.263616 -0.8570719 0.2775177 1.463269 -0.7813499 0.5373276 1.491683 593.5084 4.799606
3134 1.504659 3.208561 -4.70467 -0.7440706 0.3290197 1.267648 -0.8583834 0.2755401 1.469792 -0.7822777 0.535848 1.491931 593.5168 4.799606
3134 1.504659 3.208561 -4.70467 -0.7440706 0.3290197 1.267648 -0.8595515 0.2737213 1.475736 -0.7830897 0.5343492 1.492141 593.5269 4.799606
3134 1.504659 3.208561 -4.70467 -0.744143 0.3203521 1.271406 -0.8595515 0.2737213 1.475736 -0.7830897 0.5343492 1.492141 593.5387 4.799606
3134 1.504659 3.208561 -4.70467 -0.744143 0.3203521 1.271406 -0.8606582 0.2721691 1.481159 -0.7838905 0.5329818 1.492378 593.549 4.799606
3134 1.504659 3.208561 -4.70467 -0.7445169 0.3123604 1.274854 -0.8606582 0.2721691 1.481159 -0.7838905 0.5329818 1.492378 593.5603 4.799606
3134 1.504659 3.208561 -4.70467 -0.7445169 0.3123604 1.274854 -0.8616909 0.2708544 1.486132 -0.784626 0.5317385 1.492687 593.5723 4.799606
3134 1.504659 3.208561 -4.70467 -0.745268 0.3053095 1.277918 -0.8616909 0.2708544 1.486132 -0.784626 0.5317385 1.492687 593.5823 4.799606
3134 1.504659 3.208561 -4.70467 -0.7463529 0.2992606 1.280614 -0.8626794 0.2698261 1.490628 -0.7852782 0.5306818 1.493036 593.5939 4.799606
3134 1.504659 3.208561 -4.70467 -0.7463529 0.2992606 1.280614 -0.8635772 0.2690445 1.494727 -0.7859124 0.52983 1.493493 593.605 4.799606
3134 1.504659 3.208561 -4.70467 -0.7476735 0.2942554 1.282971 -0.8635772 0.2690445 1.494727 -0.7859124 0.52983 1.493493 593.6161 4.799606
3134 1.504659 3.208561 -4.70467 -0.7476735 0.2942554 1.282971 -0.8644134 0.2685134 1.498413 -0.7864943 0.5291901 1.494091 593.627 4.799606
3134 1.504659 3.208561 -4.70467 -0.7490349 0.2899966 1.285181 -0.8644134 0.2685134 1.498413 -0.7864943 0.5291901 1.494091 593.6378 4.799606
3134 1.504659 3.208561 -4.70467 -0.7490349 0.2899966 1.285181 -0.8652505 0.2682554 1.501831 -0.7870712 0.5287952 1.494801 593.6504 4.799606
3134 1.504659 3.208561 -4.70467 -0.7503328 0.286381 1.287331 -0.8652505 0.2682554 1.501831 -0.7870712 0.5287952 1.494801 593.6606 4.799606
3134 1.504659 3.208561 -4.70467 -0.7516881 0.28354 1.289407 -0.8660785 0.268152 1.504976 -0.7876232 0.5285347 1.495594 593.6716 4.799606
3134 1.504659 3.208561 -4.70467 -0.7516881 0.28354 1.289407 -0.8668879 0.2681358 1.50789 -0.7881553 0.5283505 1.496406 593.6826 4.799606
3134 1.504659 3.208561 -4.70467 -0.7530102 0.281296 1.291337 -0.8668879 0.2681358 1.50789 -0.7881553 0.5283505 1.496406 593.6938 4.799606
3134 1.504659 3.208561 -4.70467 -0.7530102 0.281296 1.291337 -0.8676098 0.2681678 1.510583 -0.7886819 0.5282323 1.497194 593.7061 4.799606
3134 1.504659 3.208561 -4.70467 -0.7544191 0.279505 1.293029 -0.8676098 0.2681678 1.510583 -0.7886819 0.5282323 1.497194 593.7169 4.799606
3134 1.504659 3.208561 -4.70467 -0.7544191 0.279505 1.293029 -0.8682464 0.2682472 1.513089 -0.7891873 0.5281779 1.497987 593.7274 4.799606
3134 1.504659 3.208561 -4.70467 -0.7559249 0.2780134 1.29444 -0.8682464 0.2682472 1.513089 -0.7891873 0.5281779 1.497987 593.7386 4.799606
