2023-05-29T17:05:39Z
 
Index_No.     Time_Stamp
713      375.8542
713      375.8649
713      375.876
713      375.8875
713      375.8985
713      375.9094
713      375.9204
713      375.9316
713      375.9426
713      375.9547
713      375.9646
713      375.9758
713      375.9872
713      375.998
713      376.0095
713      376.0204
713      376.0313
713      376.0428
713      376.0539
713      376.0648
713      376.0759
713      376.0883
713      376.0977
713      376.1093
713      376.1209
713      376.1347
713      376.1447
713      376.1536
713      376.165
713      376.1758
713      376.1871
713      376.1995
713      376.2089
713      376.2207
713      376.2316
713      376.2425
713      376.2541
713      376.2648
713      376.2761
713      376.2869
713      376.298
713      376.3093
713      376.3206
713      376.3314
713      376.3426
713      376.3539
713      376.365
713      376.376
713      376.3872
713      376.3978
713      376.4092
713      376.4203
713      376.4315
713      376.4424
713      376.4538
713      376.4651
713      376.4759
713      376.487
713      376.5013
713      376.5122
713      376.5232
713      376.5341
713      376.5452
713      376.556
713      376.5673
713      376.5781
713      376.5908
713      376.6011
713      376.6126
713      376.6231
713      376.6357
713      376.6447
713      376.6562
713      376.6672
713      376.6781
713      376.6893
713      376.7012
713      376.7133
713      376.7226
713      376.7338
713      376.7449
713      376.7559
713      376.7672
713      376.7781
713      376.79
713      376.801
713      376.8118
713      376.8235
713      376.834
713      376.8448
713      376.8562
713      376.8687
713      376.8778
713      376.8894
713      376.9008
713      376.9121
713      376.9229
713      376.9339
713      376.9446
713      376.9561
713      376.968
713      376.9784
713      376.9894
713      377.0002
713      377.0121
713      377.0228
713      377.0338
713      377.0449
713      377.0562
713      377.0707
713      377.0812
713      377.089
713      377.1013
713      377.1119
713      377.1234
713      377.1337
713      377.1446
713      377.1566
713      377.1679
713      377.1781
713      377.1894
713      377.2002
713      377.2127
713      377.2225
713      377.2337
713      377.243
713      377.2538
713      377.2647
713      377.276
713      377.2874
713      377.2979
713      377.3094
713      377.3221
713      377.3312
713      377.3426
713      377.3546
713      377.3648
713      377.3758
713      377.3871
713      377.3995
713      377.409
713      377.4207
713      377.4314
713      377.4425
713      377.4539
713      377.4647
713      377.476
713      377.4871
713      377.4982
713      377.5096
713      377.5207
713      377.5317
713      377.5426
713      377.5538
713      377.5649
713      377.576
713      377.5875
713      377.5981
713      377.6093
713      377.6208
713      377.6312
713      377.6424
713      377.6548
713      377.6653
713      377.6764
713      377.6877
713      377.6987
713      377.7095
713      377.7211
713      377.7324
713      377.7429
713      377.7542
713      377.7655
713      377.7764
713      377.7874
713      377.7982
713      377.8095
713      377.8206
713      377.8314
713      377.8425
713      377.8541
713      377.8646
713      377.8757
713      377.8869
713      377.8981
713      377.9091
713      377.9208
713      377.9318
713      377.9425
713      377.9538
713      377.9647
713      377.9758
713      377.9872
713      377.9977
713      378.0096
713      378.0219
713      378.0311
713      378.0426
713      378.0536
713      378.0646
713      378.076
713      378.0874
713      378.098
713      378.1094
713      378.1206
713      378.1313
713      378.1424
713      378.1536
713      378.1647
713      378.1758
713      378.187
713      378.198
713      378.2092
713      378.2206
713      378.2317
713      378.2427
713      378.2542
713      378.2646
713      378.2762
713      378.2867
713      378.2978
713      378.3093
713      378.3205
713      378.3315
713      378.3424
713      378.3537
713      378.3647
713      378.3756
713      378.3872
713      378.3984
713      378.409
713      378.4201
713      378.4312
713      378.4425
713      378.4537
713      378.4647
713      378.4759
713      378.4868
713      378.4981
713      378.5091
713      378.5202
713      378.5312
713      378.5424
713      378.5536
713      378.5648
713      378.5757
713      378.5869
713      378.598
713      378.6092
713      378.6205
713      378.6313
713      378.6425
713      378.6537
713      378.6647
713      378.676
713      378.6897
713      378.7004
713      378.7116
713      378.7234
713      378.734
713      378.7451
713      378.7568
713      378.7682
713      378.7778
713      378.7896
713      378.8003
713      378.8113
713      378.8237
713      378.8342
713      378.8454
713      378.8564
713      378.8674
713      378.879
713      378.89
713      378.9007
713      378.9119
713      378.9232
713      378.9334
713      378.9445
713      378.9571
713      378.9669
713      378.9781
713      378.9896
713      379.0001
713      379.0122
713      379.0237
713      379.0345
713      379.0452
713      379.0562
713      379.067
713      379.0797
713      379.0893
713      379.1003
713      379.1117
713      379.1239
713      379.1344
713      379.1452
713      379.1568
713      379.1671
713      379.1786
713      379.1898
713      379.2009
713      379.2122
713      379.2231
713      379.2337
713      379.2457
713      379.2564
713      379.2681
713      379.278
713      379.2896
713      379.3005
713      379.3121
713      379.3228
713      379.3337
713      379.3457
713      379.356
713      379.3678
713      379.3792
713      379.39
713      379.4007
713      379.4114
713      379.4231
713      379.4337
713      379.4457
713      379.4566
713      379.4673
713      379.4787
713      379.49
713      379.5009
713      379.5116
713      379.5231
713      379.5342
713      379.5449
713      379.5558
713      379.5669
713      379.5783
713      379.5895
713      379.6003
713      379.6115
713      379.6237
713      379.6348
713      379.6453
713      379.6562
713      379.6676
713      379.6788
713      379.69
713      379.7009
713      379.7115
713      379.7226
713      379.7347
713      379.7455
713      379.7557
713      379.7681
713      379.779
713      379.79
713      379.8007
713      379.8117
713      379.8228
713      379.8336
713      379.8457
713      379.8566
713      379.8675
713      379.8789
713      379.8901
713      379.9009
713      379.9115
713      379.9228
713      379.9335
713      379.9457
713      379.9568
713      379.9671
713      379.9787
713      379.9897
713      380.0009
713      380.0117
713      380.0227
713      380.0338
713      380.0447
713      380.0562
713      380.0672
713      380.0787
713      380.0899
713      380.1008
713      380.1114
713      380.1227
713      380.1339
713      380.1447
713      380.1564
713      380.1672
713      380.1783
713      380.1895
713      380.2005
713      380.2115
713      380.2232
713      380.2343
713      380.2451
713      380.256
713      380.2944
713      380.3022
713      380.3111
713      380.3233
713      380.334
713      380.3453
713      380.3563
713      380.3671
713      380.3781
713      380.3897
713      380.4006
713      380.4112
713      380.4225
713      380.4334
713      380.4454
713      380.4563
713      380.4671
713      380.4783
713      380.4891
713      380.5005
713      380.5114
713      380.5224
713      380.5332
713      380.5456
713      380.5562
713      380.5674
713      380.5783
713      380.5896
713      380.6004
713      380.6118
713      380.6232
713      380.6337
713      380.6447
713      380.6559
713      380.6671
713      380.6785
713      380.6895
713      380.7003
713      380.7115
713      380.7225
713      380.7337
713      380.7448
713      380.7563
713      380.7669
713      380.7796
713      380.7893
713      380.803
713      380.8134
713      380.8222
713      380.8344
713      380.8459
713      380.8563
713      380.8672
713      380.8785
713      380.8892
713      380.9001
713      380.9128
713      380.9226
713      380.9339
713      380.9453
713      380.956
713      380.9679
713      380.9786
713      380.9896
713      381.0007
713      381.0121
713      381.0224
713      381.0336
713      381.046
713      381.0563
713      381.067
713      381.0784
713      381.0904
713      381.1001
713      381.1115
713      381.123
713      381.1335
713      381.1449
713      381.1566
713      381.1671
713      381.1787
713      381.1898
713      381.2006
713      381.2122
713      381.2224
713      381.2345
713      381.2463
713      381.256
713      381.267
713      381.2793
713      381.2899
713      381.3013
713      381.3124
713      381.3223
713      381.3334
713      381.3456
713      381.3578
713      381.3671
713      381.3785
713      381.3899
713      381.4004
713      381.4114
713      381.4224
713      381.4334
713      381.4448
713      381.4565
713      381.4674
713      381.4781
713      381.4899
713      381.5012
713      381.5122
713      381.5231
713      381.5338
713      381.5451
713      381.5566
713      381.5679
713      381.5786
713      381.5894
713      381.6002
713      381.6114
713      381.6231
713      381.6334
713      381.6447
713      381.656
713      381.6666
713      381.6777
713      381.69
713      381.7011
713      381.7119
713      381.7231
713      381.7343
713      381.745
713      381.756
713      381.7668
713      381.7789
713      381.7898
713      381.801
713      381.8124
713      381.8228
713      381.8341
713      381.8451
713      381.8557
713      381.8669
713      381.8785
713      381.8904
713      381.9005
713      381.9119
713      381.9229
713      381.9335
713      381.9452
713      381.9562
713      381.9676
713      381.9788
713      381.9899
713      382.001
713      382.0117
713      382.0223
713      382.0347
713      382.0454
713      382.0563
713      382.0668
713      382.079
713      382.0897
713      382.1006
713      382.1118
713      382.1235
713      382.1337
713      382.1447
713      382.156
713      382.1678
713      382.1794
713      382.1898
713      382.2009
713      382.212
713      382.2231
713      382.2339
713      382.2449
713      382.256
713      382.2669
713      382.2788
713      382.29
713      382.301
713      382.3121
713      382.3226
713      382.3345
713      382.3457
713      382.3563
713      382.3671
713      382.379
713      382.3901
713      382.4008
713      382.412
713      382.423
713      382.4338
713      382.4447
713      382.4559
713      382.4675
713      382.478
713      382.489
713      382.5013
713      382.5122
713      382.5225
713      382.5344
713      382.5455
713      382.5562
713      382.5671
713      382.5791
713      382.5897
713      382.6007
713      382.6118
713      382.6237
713      382.6334
713      382.6449
713      382.656
713      382.6677
713      382.6787
713      382.6896
713      382.701
713      382.7118
713      382.7229
713      382.7335
713      382.7446
713      382.7565
713      382.7677
713      382.78
713      382.7893
713      382.8005
713      382.8121
713      382.823
713      382.8338
713      382.8446
713      382.8559
713      382.8677
713      382.8786
713      382.89
713      382.9006
713      382.9118
713      382.9223
713      382.9335
713      382.9445
713      382.9565
713      382.9675
713      382.9784
713      382.9897
713      383.0004
713      383.0113
713      383.0228
713      383.0339
713      383.045
713      383.0558
713      383.0668
713      383.0788
713      383.0899
713      383.1008
713      383.1118
713      383.1241
713      383.1335
713      383.145
713      383.156
713      383.1679
713      383.178
713      383.1892
713      383.2001
713      383.212
713      383.2226
713      383.2338
713      383.2455
713      383.2564
713      383.2671
713      383.2785
713      383.2894
713      383.3006
713      383.3118
713      383.3226
713      383.3344
713      383.3453
713      383.3567
713      383.3673
713      383.38
713      383.3897
713      383.4007
713      383.4122
713      383.4231
713      383.4345
713      383.445
713      383.4561
713      383.4669
713      383.4793
713      383.489
713      383.5009
713      383.5121
713      383.5228
713      383.5342
713      383.5447
713      383.5556
713      383.5673
713      383.5786
713      383.5901
713      383.6004
713      383.6121
713      383.6228
713      383.6342
713      383.6445
713      383.6563
713      383.6677
713      383.6783
713      383.6894
713      383.7014
713      383.711
713      383.7227
713      383.7343
713      383.7449
713      383.7559
713      383.7679
713      383.7787
713      383.7897
713      383.8011
713      383.8124
713      383.8222
713      383.8338
713      383.8454
713      383.8565
713      383.8675
713      383.8779
713      383.89
713      383.9013
713      383.9118
713      383.9225
713      383.9343
713      383.9447
713      383.9566
713      383.9678
713      383.9785
713      383.9902
713      384.0013
713      384.0115
713      384.0226
713      384.0342
713      384.0454
713      384.0565
713      384.0676
713      384.0784
713      384.0898
713      384.1008
713      384.1115
713      384.1228
713      384.1341
713      384.1447
713      384.1562
713      384.1673
713      384.1781
713      384.1892
713      384.2004
713      384.2114
713      384.2227
713      384.2337
713      384.2448
713      384.2558
713      384.2671
713      384.2787
713      384.2897
713      384.301
713      384.3117
713      384.3227
713      384.3344
713      384.3452
713      384.3562
713      384.3675
713      384.3788
713      384.3896
713      384.401
713      384.4115
713      384.4226
713      384.4339
713      384.4445
713      384.4561
713      384.4673
713      384.4778
713      384.4897
713      384.5012
713      384.5115
713      384.5227
713      384.5335
713      384.5444
713      384.5558
713      384.567
713      384.5779
713      384.5892
713      384.6003
713      384.6121
713      384.6225
713      384.6346
713      384.6443
713      384.6563
713      384.6673
713      384.6784
713      384.6893
713      384.701
713      384.7112
713      384.7224
713      384.7336
713      384.7445
713      384.7559
713      384.767
713      384.778
713      384.7898
713      384.8008
713      384.8114
713      384.8224
713      384.8345
713      384.8453
713      384.8563
713      384.868
713      384.8776
713      384.8898
713      384.901
713      384.9116
713      384.9224
713      384.9334
713      384.9456
713      384.9562
713      384.9678
713      384.9796
713      384.9899
713      385.0007
713      385.0118
713      385.0237
713      385.033
713      385.0454
713      385.0563
713      385.0672
713      385.0786
713      385.0898
713      385.102
713      385.1114
713      385.1222
713      385.1347
713      385.1453
713      385.1562
713      385.1671
713      385.1787
713      385.1897
713      385.2008
713      385.2116
713      385.2228
713      385.2339
713      385.2447
713      385.2571
713      385.2668
713      385.278
713      385.2896
713      385.3
713      385.3121
713      385.3227
713      385.3348
713      385.3445
713      385.3561
713      385.3679
713      385.3784
713      385.3896
713      385.401
713      385.4121
713      385.4226
713      385.4334
713      385.4447
713      385.4561
713      385.4671
713      385.4785
713      385.4908
713      385.5003
713      385.5117
713      385.5229
713      385.5336
713      385.5451
713      385.5559
713      385.5666
713      385.5787
713      385.5897
713      385.6008
713      385.6118
713      385.6227
713      385.6343
713      385.6447
713      385.6556
713      385.6666
713      385.6795
713      385.6893
713      385.7005
713      385.7118
713      385.7223
713      385.7343
713      385.7454
713      385.7567
713      385.7679
713      385.7784
713      385.7897
713      385.8004
713      385.8114
713      385.8224
713      385.8333
713      385.8443
713      385.8558
713      385.8669
713      385.8784
713      385.8896
713      385.9003
713      385.9114
713      385.9225
713      385.9335
713      385.9444
713      385.9561
713      385.9668
713      385.9782
713      385.9901
713      386
713      386.0121
713      386.0231
713      386.0342
713      386.0452
713      386.0563
713      386.0672
713      386.078
713      386.0892
713      386.1001
713      386.111
713      386.1231
713      386.1342
713      386.146
713      386.1561
713      386.167
713      386.1788
713      386.1894
713      386.2003
713      386.2114
713      386.2226
713      386.2334
713      386.2446
713      386.2559
713      386.2669
713      386.2781
713      386.2895
713      386.3004
713      386.3119
713      386.323
713      386.3344
713      386.3448
713      386.3559
713      386.3668
713      386.3797
713      386.3891
713      386.4004
713      386.4116
713      386.4225
713      386.4348
713      386.4452
713      386.4562
713      386.4672
713      386.4788
713      386.49
713      386.5007
713      386.5117
713      386.5233
713      386.5338
713      386.5447
713      386.5558
713      386.5677
713      386.5789
713      386.5898
713      386.601
713      386.6117
713      386.6229
713      386.6338
713      386.6462
713      386.6568
713      386.6678
713      386.6791
713      386.6899
713      386.7008
713      386.7118
713      386.724
713      386.7348
713      386.7457
713      386.757
713      386.7679
713      386.7788
713      386.7899
713      386.801
713      386.8119
713      386.823
713      386.834
713      386.8458
713      386.8568
713      386.868
713      386.8786
713      386.8895
713      386.9015
713      386.9128
713      386.9233
713      386.9341
713      386.9453
713      386.957
713      386.9689
713      386.979
713      386.9905
713      387.0013
713      387.012
713      387.0234
713      387.0341
713      387.0452
713      387.0562
713      387.0687
713      387.0788
713      387.0899
713      387.1011
713      387.1117
713      387.1231
713      387.134
713      387.1459
713      387.157
713      387.1679
713      387.1788
713      387.1898
713      387.2009
713      387.2117
713      387.224
713      387.2347
713      387.2457
713      387.2571
713      387.2681
713      387.2785
713      387.2899
713      387.3009
713      387.3121
713      387.3236
713      387.3343
713      387.3453
713      387.3564
713      387.3683
713      387.3803
713      387.3899
713      387.4009
713      387.4119
713      387.4234
713      387.4342
713      387.4459
713      387.4565
713      387.4683
713      387.4791
713      387.4903
713      387.5008
713      387.5118
713      387.5231
713      387.5352
713      387.5457
713      387.5573
713      387.5682
713      387.5796
713      387.5905
713      387.6011
713      387.6136
713      387.6229
713      387.634
713      387.6455
713      387.6564
713      387.668
713      387.6792
713      387.6903
713      387.7009
713      387.7118
713      387.7233
713      387.7341
713      387.7459
713      387.7569
713      387.7684
713      387.7792
713      387.7905
713      387.8011
713      387.8123
713      387.8243
713      387.835
713      387.8461
713      387.8578
713      387.868
713      387.8798
713      387.8905
713      387.901
713      387.912
713      387.9247
713      387.9352
713      387.9462
713      387.957
713      387.9682
713      387.9789
713      387.99
713      388.0006
713      388.0123
713      388.0236
713      388.0357
713      388.045
713      388.0563
713      388.0678
713      388.0792
713      388.0902
713      388.1011
713      388.1118
713      388.1232
713      388.1348
713      388.1459
713      388.1572
713      388.1679
713      388.179
713      388.1907
713      388.2005
713      388.2119
713      388.2233
713      388.2339
713      388.2459
713      388.2579
713      388.2683
713      388.2789
713      388.2898
713      388.301
713      388.3127
713      388.3239
713      388.3346
713      388.3457
713      388.3565
713      388.3676
713      388.3789
713      388.3906
713      388.4015
713      388.412
713      388.4245
713      388.4338
713      388.4464
713      388.4571
713      388.4689
713      388.4783
713      388.4898
713      388.5008
713      388.5117
713      388.5233
713      388.5348
713      388.5473
713      388.5564
713      388.5682
713      388.58
713      388.5895
713      388.6008
713      388.612
713      388.6232
713      388.634
713      388.6458
713      388.6563
713      388.6673
713      388.6788
713      388.6898
713      388.7008
713      388.7122
713      388.7231
713      388.7341
713      388.7461
713      388.7569
713      388.7679
713      388.779
713      388.7901
713      388.8005
713      388.8127
713      388.8234
713      388.8343
713      388.8456
713      388.8562
713      388.868
713      388.879
713      388.8911
713      388.9014
713      388.9123
713      388.9233
713      388.934
713      388.9454
713      388.9571
713      388.9685
713      388.9797
713      388.9901
713      389.0009
713      389.012
713      389.0229
713      389.034
713      389.0475
713      389.0559
713      389.0678
713      389.0801
713      389.0898
713      389.101
713      389.1126
713      389.123
713      389.1349
713      389.1462
713      389.157
713      389.1678
713      389.1787
713      389.1896
713      389.2009
713      389.2128
713      389.2233
713      389.2341
713      389.2461
713      389.2571
713      389.2683
713      389.2794
713      389.2899
713      389.301
713      389.3119
713      389.3231
713      389.3349
713      389.3461
713      389.3696
713      389.3777
713      389.3857
713      389.4008
713      389.4125
713      389.4233
713      389.4341
713      389.445
713      389.4561
713      389.4673
713      389.479
713      389.4894
713      389.5003
713      389.5238
713      389.5333
713      389.5447
713      389.5532
713      389.5645
713      389.5768
713      389.5864
713      389.5977
713      389.6091
713      389.6199
713      389.6312
713      389.6421
713      389.6548
713      389.6642
713      389.6755
713      389.6869
713      389.6978
713      389.7088
713      389.7202
713      389.7311
713      389.7423
713      389.753
713      389.7656
713      389.7754
713      389.7868
713      389.7978
713      389.8106
713      389.8198
713      389.8312
713      389.8425
713      389.8533
713      389.8646
713      389.8756
713      389.8884
713      389.8969
713      389.9072
713      389.9198
713      389.93
713      389.9414
713      389.9516
713      389.963
713      389.9736
713      389.9851
713      389.9966
713      390.007
713      390.0184
713      390.0302
713      390.0413
713      390.0517
713      390.0637
713      390.0747
713      390.0849
713      390.0964
713      390.107
713      390.118
713      390.13
713      390.1413
713      390.1519
713      390.1637
713      390.1739
713      390.185
713      390.1961
713      390.2068
713      390.2189
713      390.2296
713      390.2403
713      390.2515
713      390.2631
713      390.2992
713      390.3076
713      390.316
713      390.3237
713      390.3316
713      390.3392
713      390.3509
713      390.3612
713      390.3725
713      390.3839
713      390.3948
713      390.4057
713      390.4169
713      390.428
713      390.4391
713      390.4501
713      390.4608
713      390.4726
713      390.483
713      390.4942
713      390.5049
713      390.5159
713      390.5284
713      390.5385
713      390.5496
713      390.5608
713      390.572
713      390.5829
713      390.5937
713      390.6056
713      390.6156
713      390.6279
713      390.6388
713      390.6496
713      390.6607
713      390.6719
713      390.6839
713      390.6937
713      390.705
713      390.7158
713      390.7288
713      390.7388
713      390.7499
713      390.7609
713      390.7719
713      390.7828
713      390.7938
713      390.805
713      390.8157
713      390.8266
713      390.8389
713      390.8501
713      390.8607
713      390.8719
713      390.8825
713      390.8941
713      390.9053
713      390.9164
713      390.9269
713      390.9379
713      390.95
713      390.9609
713      390.9722
713      390.9829
713      390.9939
713      391.0054
713      391.0158
713      391.0273
713      391.0382
713      391.0502
713      391.0608
713      391.0723
713      391.0831
713      391.0941
713      391.105
713      391.1158
713      391.1269
713      391.1382
713      391.1499
713      391.1607
713      391.1719
713      391.1826
713      391.1941
713      391.2054
713      391.2162
713      391.2273
713      391.238
713      391.2505
713      391.2608
713      391.2722
713      391.2827
713      391.2943
713      391.3055
713      391.3163
713      391.3271
713      391.3382
713      391.3493
713      391.3604
713      391.3725
713      391.3828
713      391.3943
713      391.4055
713      391.4161
713      391.4276
713      391.4388
713      391.4494
713      391.4606
713      391.4718
713      391.4828
713      391.4946
713      391.5057
713      391.5166
713      391.5276
713      391.5387
713      391.5501
713      391.5605
713      391.5715
713      391.5827
713      391.5961
713      391.6052
713      391.6167
713      391.6275
713      391.6385
713      391.6496
713      391.6608
713      391.6719
713      391.6833
713      391.6946
713      391.7058
713      391.7169
713      391.7276
713      391.7385
713      391.7497
713      391.7607
713      391.7719
713      391.7828
713      391.7938
713      391.8048
713      391.817
713      391.8277
713      391.8389
713      391.8502
713      391.8608
713      391.8717
713      391.8828
713      391.8937
713      391.9058
713      391.9168
713      391.9282
713      391.9387
713      391.9498
713      391.9607
713      391.9732
713      391.9824
713      391.9937
713      392.0059
713      392.0165
713      392.0276
713      392.0388
713      392.0497
713      392.0605
713      392.0716
713      392.0829
713      392.0934
713      392.1054
713      392.1169
713      392.1276
713      392.1389
713      392.1499
713      392.1605
713      392.1719
713      392.1828
713      392.1951
713      392.2047
713      392.2172
713      392.2278
713      392.2389
713      392.2497
713      392.2607
713      392.2719
713      392.2831
713      392.294
713      392.3051
713      392.3161
713      392.327
713      392.3386
713      392.3504
713      392.361
713      392.3721
713      392.3831
713      392.3937
713      392.4047
713      392.417
713      392.4279
713      392.4387
713      392.4499
713      392.4608
713      392.4719
713      392.4825
713      392.494
713      392.5059
713      392.5167
713      392.5275
713      392.5386
713      392.55
713      392.5605
713      392.5716
713      392.5829
713      392.5937
713      392.6048
713      392.617
713      392.6278
713      392.6389
713      392.6499
713      392.6607
713      392.6718
713      392.6826
713      392.6952
713      392.7049
713      392.7172
713      392.7279
713      392.7388
713      392.7498
713      392.7607
713      392.7717
713      392.783
713      392.794
713      392.805
713      392.816
713      392.8277
713      392.8387
713      392.8513
713      392.8606
713      392.8721
713      392.8838
713      392.8942
713      392.9054
713      392.9162
713      392.9272
713      392.9386
713      392.9494
713      392.9606
713      392.9723
713      392.9833
713      392.9943
713      393.0056
713      393.0163
713      393.0271
713      393.0391
713      393.0492
713      393.0604
713      393.0714
713      393.0838
713      393.0945
713      393.1055
713      393.1173
713      393.1269
713      393.1384
713      393.1495
713      393.1602
713      393.1721
713      393.1833
713      393.1942
713      393.2053
713      393.216
713      393.2272
713      393.2393
713      393.2501
713      393.2611
713      393.2719
713      393.2832
713      393.2939
713      393.305
713      393.3159
713      393.3268
713      393.3388
713      393.3503
713      393.361
713      393.3715
713      393.3827
713      393.3936
713      393.4059
713      393.4167
713      393.4275
713      393.4386
713      393.4496
713      393.4617
713      393.4716
713      393.4828
713      393.4939
713      393.5052
713      393.5158
713      393.5279
713      393.539
713      393.5497
713      393.5608
713      393.572
713      393.5828
713      393.5938
713      393.6051
713      393.616
713      393.6278
713      393.6388
713      393.6504
713      393.6615
713      393.6713
713      393.683
713      393.6937
713      393.7048
713      393.7159
713      393.7278
713      393.7389
713      393.7498
713      393.7606
713      393.7719
713      393.7829
713      393.7939
713      393.8049
713      393.8166
713      393.8279
713      393.8396
713      393.8497
713      393.8609
713      393.8722
713      393.8828
713      393.8939
713      393.9056
713      393.9158
713      393.9269
713      393.9392
713      393.9502
713      393.9611
713      393.9715
713      393.9825
713      393.9936
713      394.0056
713      394.0164
713      394.0277
713      394.0385
713      394.0499
713      394.0607
713      394.0717
713      394.0827
713      394.0935
713      394.1053
713      394.1162
713      394.1274
713      394.1387
713      394.1496
713      394.1607
713      394.1717
713      394.1826
713      394.1938
713      394.2047
713      394.2154
713      394.2276
713      394.2388
713      394.2499
713      394.2607
713      394.2712
713      394.2823
713      394.2934
713      394.3058
713      394.3163
713      394.3274
713      394.3385
713      394.3495
713      394.3605
713      394.3716
713      394.3826
713      394.3937
713      394.4056
713      394.4154
713      394.4277
713      394.4388
713      394.4497
713      394.4608
713      394.4713
713      394.4826
713      394.494
713      394.5047
713      394.517
713      394.5265
713      394.5389
713      394.5499
713      394.561
713      394.5717
713      394.5828
713      394.5935
713      394.6057
713      394.6163
713      394.6275
713      394.6384
713      394.6493
713      394.6603
713      394.6711
713      394.6825
713      394.6938
713      394.7048
713      394.7157
713      394.7267
713      394.7392
713      394.7497
713      394.761
713      394.7713
713      394.782
713      394.7945
713      394.8058
713      394.8162
713      394.8273
713      394.8383
713      394.8492
713      394.8603
713      394.8719
713      394.8825
713      394.8939
713      394.905
713      394.9156
713      394.9266
713      394.9395
713      394.9497
713      394.9611
713      394.9723
713      394.9829
713      394.9937
713      395.0051
713      395.0158
713      395.0267
713      395.0381
713      395.0509
713      395.0609
713      395.0725
713      395.0829
713      395.0937
713      395.1051
713      395.1156
713      395.128
713      395.1392
713      395.1496
713      395.1606
713      395.172
713      395.1826
713      395.1937
713      395.2048
713      395.2169
713      395.2281
713      395.2392
713      395.2498
713      395.261
713      395.2722
713      395.2828
713      395.2939
713      395.306
713      395.317
713      395.3276
713      395.3391
713      395.3497
713      395.3605
713      395.3718
713      395.383
713      395.3935
713      395.4059
713      395.4167
713      395.428
713      395.4391
713      395.4496
713      395.4607
713      395.4718
713      395.4826
713      395.4935
713      395.506
713      395.5168
713      395.5277
713      395.5395
713      395.5496
713      395.5609
713      395.5722
713      395.583
713      395.5936
713      395.6051
713      395.6178
713      395.6274
713      395.639
713      395.6499
713      395.6607
713      395.6721
713      395.683
713      395.6937
713      395.7049
713      395.7166
713      395.7279
713      395.739
713      395.7497
713      395.761
713      395.7721
713      395.7827
713      395.7938
713      395.8052
713      395.8169
713      395.8278
713      395.8392
713      395.8499
713      395.8607
713      395.8721
713      395.8839
713      395.8938
713      395.9063
713      395.9159
713      395.9279
713      395.9395
713      395.9502
713      395.9609
713      395.9722
713      395.983
713      395.9943
713      396.0053
713      396.0161
713      396.0269
713      396.0393
713      396.0502
713      396.0609
713      396.0722
713      396.0825
713      396.0936
713      396.1061
713      396.1165
713      396.1276
713      396.1388
713      396.1496
713      396.1608
713      396.1722
713      396.1845
713      396.1939
713      396.2053
713      396.2161
713      396.227
713      396.2381
713      396.2501
713      396.261
713      396.2721
713      396.2829
713      396.294
713      396.305
713      396.316
713      396.3271
713      396.3392
713      396.3498
713      396.361
713      396.372
713      396.3829
713      396.3944
713      396.4055
713      396.4166
713      396.4273
713      396.4384
713      396.4494
713      396.4605
713      396.4716
713      396.4824
713      396.495
713      396.5062
713      396.5164
713      396.5277
713      396.539
713      396.5497
713      396.5611
713      396.5717
713      396.5829
713      396.5945
713      396.6059
713      396.6165
713      396.6274
713      396.6385
713      396.6491
713      396.6615
713      396.6734
713      396.6831
713      396.6951
713      396.7056
713      396.7167
713      396.7273
713      396.7387
713      396.7495
713      396.7614
713      396.7715
713      396.7825
713      396.7948
713      396.8052
713      396.8164
713      396.8275
713      396.8396
713      396.8493
713      396.8611
713      396.8724
713      396.8824
713      396.894
713      396.9053
713      396.917
713      396.9279
713      396.9389
713      396.9499
713      396.9612
713      396.9723
713      396.9836
713      396.9944
713      397.0056
713      397.0162
713      397.0276
713      397.0386
713      397.0494
713      397.0604
713      397.073
713      397.0832
713      397.0942
713      397.1054
713      397.1161
713      397.1273
713      397.139
713      397.1501
713      397.1609
713      397.1724
713      397.1826
713      397.1949
713      397.2055
713      397.2162
713      397.2276
713      397.2387
713      397.2497
713      397.2604
713      397.2723
713      397.2833
713      397.2944
713      397.3058
713      397.3164
713      397.3276
713      397.3387
713      397.3496
713      397.3605
713      397.3723
713      397.3831
713      397.3941
713      397.4052
713      397.4163
713      397.4273
713      397.4382
713      397.4492
713      397.4612
713      397.4722
713      397.4826
713      397.4937
713      397.5048
713      397.5167
713      397.5277
713      397.5391
713      397.5497
713      397.5608
713      397.5719
713      397.583
713      397.594
713      397.6051
713      397.6159
713      397.6269
713      397.6383
713      397.6499
713      397.6612
713      397.6722
713      397.6827
713      397.6937
713      397.7048
713      397.7159
713      397.7281
713      397.7389
713      397.7497
713      397.7609
713      397.7719
713      397.7829
713      397.7939
713      397.8051
713      397.8158
713      397.828
713      397.8391
713      397.8499
713      397.8614
713      397.8739
713      397.8835
713      397.8948
713      397.906
713      397.917
713      397.9278
713      397.9389
713      397.9496
713      397.9606
713      397.9719
713      397.983
713      397.9947
713      398.0058
713      398.0166
713      398.0278
713      398.0385
713      398.0498
713      398.0611
713      398.0724
713      398.0828
713      398.0939
713      398.1054
713      398.1155
713      398.1276
713      398.1395
713      398.1496
713      398.1606
713      398.1717
713      398.1831
713      398.1939
713      398.205
713      398.2161
713      398.227
713      398.2389
713      398.2498
713      398.261
713      398.2719
713      398.2824
713      398.2945
713      398.3056
713      398.3165
713      398.3274
713      398.3394
713      398.3491
713      398.3604
713      398.3714
713      398.3823
713      398.3945
713      398.4057
