2023-06-09T16:59:10Z
 
Index_No. Position.x Position.y Position.z Time_Stamp Distance
1866 -0.05150998 -0.2485771 -5.38683 104.1722 1.626039
1866 -0.05360997 -0.2479653 -5.387351 104.1831 1.625677
1866 -0.05179965 -0.2483323 -5.388778 104.1933 1.626616
1866 -0.05107057 -0.2492048 -5.389005 104.2012 1.626298
1866 -0.05056155 -0.2490844 -5.389426 104.2096 1.626755
1866 -0.05056155 -0.2490844 -5.389426 104.2191 1.626755
1866 -0.05015749 -0.2492629 -5.38997 104.2302 1.626945
1866 -0.0495078 -0.249312 -5.390973 104.2416 1.627482
1866 -0.04906154 -0.249236 -5.391771 104.2523 1.627973
1866 -0.04881823 -0.2494239 -5.3926 104.263 1.628153
1866 -0.04796731 -0.2494354 -5.393883 104.2761 1.628896
1866 -0.0458262 -0.2482101 -5.396277 104.3 1.631591
1866 -0.04552978 -0.2464593 -5.398564 104.3094 1.633806
1866 -0.04338712 -0.2454305 -5.40364 104.3194 1.637067
1866 -0.04262495 -0.2457877 -5.405478 104.3304 1.637638
1866 -0.04212439 -0.2449184 -5.408226 104.3417 1.639352
1866 -0.04143602 -0.2430328 -5.412068 104.3533 1.642306
1866 -0.04040796 -0.2432948 -5.414747 104.3634 1.643324
1866 -0.03792238 -0.2436633 -5.422251 104.3746 1.646312
1866 -0.03929758 -0.2419812 -5.427096 104.386 1.648408
1866 -0.03706425 -0.2425863 -5.430955 104.3967 1.650083
1866 -0.03539985 -0.2432941 -5.43546 104.4077 1.651594
1866 -0.03363276 -0.2442985 -5.440243 104.4185 1.653003
1866 -0.03177911 -0.245627 -5.444424 104.4307 1.654027
1866 -0.02946228 -0.2469943 -5.448754 104.4412 1.655301
1866 -0.02763373 -0.2484981 -5.452995 104.4523 1.656213
1866 -0.02530617 -0.2501935 -5.457108 104.4635 1.657187
1866 -0.02282941 -0.2516897 -5.460833 104.4744 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.4855 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.4967 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.5079 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.5189 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.5297 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.5408 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.5528 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.5639 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.5746 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.5861 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.5964 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.6077 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.6185 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.6306 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.6411 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.6522 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.6632 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.674 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.6852 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.6964 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.7089 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.7191 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.7303 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.7415 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.7526 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.7633 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.7747 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.7854 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.7963 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.8072 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.8182 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.8304 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.8408 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.8518 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.8628 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.8738 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.8859 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.8968 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.9076 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.9187 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.9298 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.9417 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.9524 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.9637 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.9747 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.986 1.658295
1866 -0.02282941 -0.2516897 -5.460833 104.9965 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.0076 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.0196 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.03 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.041 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.0521 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.0632 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.0752 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.0856 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.0968 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.1076 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.1187 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.1298 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.1416 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.1527 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.1639 1.658295
1866 -0.02282941 -0.2516897 -5.460833 105.1746 1.658295
