2023-05-29T17:36:02Z
 
Index_No. Position.x Position.y Position.z Time_Stamp Distance
2025 -0.8839596 -1.575026 -4.937531 109.7523 0.06320868
2025 -0.8838363 -1.574121 -4.937302 109.7638 0.06367223
2025 -0.883872 -1.574144 -4.937067 109.7744 0.06377259
2025 -0.8839383 -1.574094 -4.936658 109.7874 0.06399865
2025 -0.8840218 -1.574149 -4.936464 109.7982 0.06410458
2025 -0.8841249 -1.574164 -4.936247 109.8088 0.06425616
2025 -0.8842955 -1.574114 -4.936012 109.8374 0.06450007
2025 -0.8845198 -1.57409 -4.935805 109.8476 0.06476168
2025 -0.8851288 -1.574104 -4.935156 109.8546 0.06546647
2025 -0.8851288 -1.574104 -4.935156 109.8643 0.06546647
2025 -0.8855793 -1.573861 -4.934924 109.8746 0.06602553
2025 -0.8857772 -1.573861 -4.934744 109.8855 0.06624641
2025 -0.8859736 -1.573856 -4.934561 109.8968 0.06646976
2025 -0.8861425 -1.573835 -4.934377 109.9077 0.06668116
2025 -0.8862873 -1.573913 -4.934179 109.9193 0.06682901
2025 -0.8864344 -1.573927 -4.934064 109.9294 0.06697933
2025 -0.8865653 -1.573966 -4.933939 109.9427 0.0671092
2025 -0.8866673 -1.57402 -4.933801 109.9519 0.06721394
2025 -0.8867311 -1.574076 -4.933648 109.9631 0.06729449
2025 -0.8867311 -1.574076 -4.933648 109.9718 0.06729449
2025 -0.8868105 -1.574161 -4.933033 109.983 0.06755745
2025 -0.8868105 -1.574161 -4.933033 109.9942 0.06755745
2025 -0.8868315 -1.574196 -4.932779 110.0054 0.06765828
2025 -0.8867941 -1.574263 -4.932467 110.0426 0.06772313
2025 -0.8873813 -1.57502 -4.931036 110.0482 0.06839862
2025 -0.8873813 -1.57502 -4.931036 110.0609 0.06839862
2025 -0.8873813 -1.57502 -4.931036 110.072 0.06839862
2025 -0.8870604 -1.573896 -4.92995 110.0845 0.06917145
2025 -0.8870876 -1.573867 -4.929355 110.1177 0.0694681
2025 -0.8871794 -1.57276 -4.926282 110.1235 0.07149036
2025 -0.8871794 -1.57276 -4.926282 110.1386 0.07149036
2025 -0.8872176 -1.572356 -4.925286 110.1496 0.072194
2025 -0.8874162 -1.571357 -4.922699 110.161 0.07410863
2025 -0.8875519 -1.57104 -4.921134 110.1719 0.0751619
2025 -0.8877579 -1.570247 -4.919735 110.1832 0.07642894
2025 -0.8879622 -1.569601 -4.917959 110.1946 0.07783908
2025 -0.8881302 -1.5691 -4.916062 110.2053 0.07924073
2025 -0.888447 -1.568434 -4.914071 110.2164 0.08089975
2025 -0.8892131 -1.567405 -4.909622 110.2275 0.08449511
2025 -0.8897967 -1.567004 -4.907184 110.2386 0.0865344
2025 -0.8905368 -1.566464 -4.904667 110.2496 0.08881025
2025 -0.8913304 -1.566036 -4.901992 110.2608 0.09119082
2025 -0.8924648 -1.566014 -4.899189 110.2724 0.09370501
2025 -0.8924648 -1.566014 -4.899189 110.2829 0.09370501
2025 -0.8945163 -1.565035 -4.893045 110.2941 0.09945097
2025 -0.8957979 -1.565061 -4.88974 110.3049 0.1024549
2025 -0.8972651 -1.564996 -4.886492 110.3146 0.1055981
2025 -0.9003179 -1.565892 -4.879783 110.3263 0.1117923
2025 -0.9016031 -1.566011 -4.876583 110.3371 0.1148113
2025 -0.9030364 -1.567263 -4.873022 110.3481 0.1178079
2025 -0.9044202 -1.568464 -4.869939 110.359 0.1204956
2025 -0.905691 -1.569724 -4.866421 110.37 0.1234756
2025 -0.905691 -1.569724 -4.866421 110.3807 0.1234756
2025 -0.9078845 -1.571348 -4.859571 110.3924 0.1295009
2025 -0.9090589 -1.57274 -4.855969 110.4033 0.1325905
2025 -0.9117876 -1.575042 -4.848811 110.4144 0.1392029
2025 -0.9132696 -1.576217 -4.845275 110.4259 0.1425869
2025 -0.9149687 -1.577581 -4.841839 110.4363 0.1460006
2025 -0.9165265 -1.579234 -4.838367 110.4485 0.1493438
2025 -0.9165265 -1.579234 -4.838367 110.4595 0.1493438
2025 -0.9183131 -1.581541 -4.834985 110.4718 0.1526614
2025 -0.9197947 -1.582495 -4.83151 110.4811 0.1561632
2025 -0.9230239 -1.58629 -4.82472 110.4931 0.1629682
2025 -0.9246476 -1.588026 -4.821334 110.5032 0.1664429
2025 -0.9281272 -1.591917 -4.814819 110.5144 0.1733496
2025 -0.9300042 -1.594157 -4.811563 110.5256 0.1768979
2025 -0.9316162 -1.595278 -4.808269 110.5366 0.1804489
2025 -0.9334373 -1.597288 -4.805109 110.5488 0.1839556
2025 -0.9353693 -1.598953 -4.80199 110.5595 0.1875303
2025 -0.9369071 -1.600751 -4.798963 110.5702 0.19083
2025 -0.9388477 -1.602784 -4.795906 110.5814 0.1943831
2025 -0.9388477 -1.602784 -4.795906 110.5922 0.1943831
2025 -0.943848 -1.607947 -4.786761 110.6029 0.204715
2025 -0.943848 -1.607947 -4.786761 110.614 0.204715
2025 -0.9472919 -1.610795 -4.780521 110.6269 0.21185
2025 -0.9487502 -1.611652 -4.777329 110.6378 0.2153426
2025 -0.9504288 -1.612835 -4.774162 110.6478 0.218941
2025 -0.9520625 -1.613939 -4.771087 110.6595 0.2224413
2025 -0.9539024 -1.615232 -4.768108 110.67 0.2259785
2025 -0.95533 -1.615996 -4.764976 110.6814 0.2294177
2025 -0.95533 -1.615996 -4.764976 110.6923 0.2294177
2025 -0.9582846 -1.617558 -4.758819 110.7024 0.2362642
2025 -0.9612053 -1.61855 -4.752665 110.7133 0.2430744
2025 -0.9626354 -1.619137 -4.749642 110.7245 0.2464227
2025 -0.9638326 -1.619087 -4.746502 110.7367 0.249724
2025 -0.9652803 -1.619563 -4.743494 110.7469 0.253066
2025 -0.9666321 -1.619729 -4.74037 110.7582 0.2564438
2025 -0.9676526 -1.619168 -4.73742 110.7692 0.2594721
2025 -0.9687388 -1.618849 -4.734466 110.78 0.2625507
2025 -0.9687388 -1.618849 -4.734466 110.7902 0.2625507
2025 -0.9708304 -1.618617 -4.728496 110.8013 0.2687415
2025 -0.9718873 -1.618757 -4.725776 110.813 0.2716261
2025 -0.9726688 -1.618281 -4.722813 110.8247 0.2745592
2025 -0.9737669 -1.616915 -4.717247 110.8359 0.2798802
2025 -0.9743668 -1.616519 -4.714389 110.8469 0.2826478
2025 -0.9743668 -1.616519 -4.714389 110.8579 0.2826478
2025 -0.9747919 -1.615982 -4.711726 110.8689 0.2851591
2025 -0.9755585 -1.614792 -4.706275 110.8792 0.2902605
2025 -0.9758452 -1.614237 -4.703616 110.8907 0.292714
2025 -0.9760143 -1.614061 -4.701357 110.9012 0.2947728
2025 -0.9764227 -1.614021 -4.699062 110.9123 0.2969831
2025 -0.9766697 -1.613232 -4.696447 110.923 0.299387
2025 -0.9769004 -1.612722 -4.694034 110.936 0.3016149
2025 -0.9773756 -1.611581 -4.689142 110.9453 0.3061445
2025 -0.9777071 -1.610876 -4.686801 110.9565 0.3083645
2025 -0.9778001 -1.610514 -4.684676 110.9689 0.3102901
2025 -0.9778001 -1.610514 -4.684676 110.9782 0.3102901
2025 -0.9779795 -1.609993 -4.682366 110.9892 0.3124204
2025 -0.9779795 -1.609993 -4.682366 111.0013 0.3124204
2025 -0.9779795 -1.609993 -4.682366 111.0122 0.3124204
2025 -0.9783466 -1.608123 -4.67355 111.0237 0.3204426
2025 -0.9784731 -1.60765 -4.671487 111.0344 0.3223457
2025 -0.9786743 -1.60705 -4.669509 111.0452 0.3242085
2025 -0.978858 -1.60639 -4.66741 111.0559 0.3261751
2025 -0.9790128 -1.605691 -4.663467 111.0683 0.3297898
2025 -0.9789871 -1.605509 -4.661806 111.0789 0.3312753
2025 -0.9790164 -1.605184 -4.660028 111.0898 0.3328924
2025 -0.9790164 -1.605184 -4.660028 111.1012 0.3328924
2025 -0.9789716 -1.604563 -4.65644 111.1121 0.3361176
2025 -0.978927 -1.604154 -4.654838 111.1235 0.3375518
2025 -0.9790967 -1.603438 -4.653132 111.134 0.3391762
2025 -0.97901 -1.603088 -4.651536 111.1463 0.3405903
2025 -0.9789234 -1.602718 -4.650012 111.156 0.3419408
2025 -0.9783586 -1.602529 -4.647029 111.1671 0.3444154
